volume,page,text,pagina
1,422.png,"11S 15,27",422
1,423.png,"11S 16,1B",423
1,424.png,"WS 16,14",424
1,425.png,"II S 17,3",425
1,426.png,"II S 17,3",426
1,427.png,"11S 17,20",427
1,428.png,"II S 17,25A",428
1,429.png,"II S 17,28",429
1,430.png,"II S 17,28",430
1,431.png,"II S 18,3",431
1,432.png,"II S 18,12",432
1,433.png,"II S 18,26",433
1,434.png,"11S 18,29",434
1,435.png,"II S 19,1",435
1,436.png,"11S 19,19(18)",436
1,437.png,"II S 19,25(24)",437
1,438.png,"11S 19,26(24-25)",438
1,439.png,"II S 19,34(33)",439
1,440.png,"11S 19,40(39)",440
1,441.png,"11S 20,6",441
1,442.png,"II S 20,7",442
1,443.png,"11S 20,14",443
1,444.png,"11S 20,18",444
1,444.png,"11S 20,19",444
1,446.png,"11S 21,64",446
1,447.png,"II S 21,6B",447
1,448.png,"11S 21,8B",448
1,449.png,"II S 21,14",449
1,450.png,"11S 21,19",450
1,451.png,"11S 22,12",451
1,452.png,"11S 22,30",452
1,453.png,"11S 22,33B",453
1,454.png,"11S 22,43",454
1,455.png,"Il S 22,44B",455
1,456.png,"II S 22,46",456
1,457.png,"11S 23,7",457
1,458.png,"Il S 23,8",458
1,459.png,"Il S 23,18",459
1,460.png,"11S 23,8D",460
1,461.png,"11S 23,11A",461
1,462.png,"II S 23,13B",462
1,463.png,"II S 23,18",463
1,463.png,"II S 23,19",463
1,464.png,"11S 23,20",464
1,465.png,"II S 23,22",465
1,466.png,"II S 23,23",466
1,467.png,"II S 23,24",467
1,468.png,"II S 23,32",468
1,469.png,"II S 24,2",469
1,470.png,"II S 24,5",470
1,471.png,"11S 24,6A",471
1,472.png,"II S 24,13",472
1,473.png,"II S 24,15",473
1,474.png,"11S 24,17B",474
1,476.png,"I R 1,18",476
1,476.png,"I R 1,20",476
1,479.png,"I R 2,5",479
1,480.png,"I R 2,19",480
1,481.png,"I R 2,29",481
1,482.png,"I R 4,5",482
1,483.png,"I R 4,6",483
1,485.png,"I R 5,6(4,26)",485
1,486.png,"I R 5,25(5,11)",486
1,487.png,"I R 6,8",487
1,488.png,"I R 6,15",488
1,488.png,"I R 6,16",488
1,489.png,"I R 6,17",489
1,490.png,"I R 6,34",490
1,491.png,"I R 7,5",491
1,492.png,"I R 7,15",492
1,493.png,"I R 7,17",493
1,494.png,"I R 7,18",494
1,495.png,"I R 7,24",495
1,496.png,"I R 8,9",496
1,497.png,"I R 8,12",497
1,497.png,"I R 8,13",497
1,497.png,"I R 8,14",497
1,498.png,"I R 8,31",498
1,499.png,"I R 8,31",499
1,500.png,"I R 8,36",500
1,501.png,"I R 8,65",501
1,502.png,"I R 9,8",502
1,504.png,"I R 10,8",504
1,505.png,"I R 10,15",505
1,506.png,"I R 10,28",506
1,507.png,"I R 11,7",507
1,508.png,"I R 11,25",508
1,509.png,"I R 11,33",509
1,510.png,"I R 12,2",510
1,510.png,"I R 15,21",510
1,511.png,"I R 12,30",511
1,512.png,"I R 13,12",512
1,513.png,"I R 14,14",513
1,514.png,"I R 17,1",514
1,515.png,"I R 17,6",515
1,516.png,"I R 18,5",516
1,517.png,"I R 18,26",517
1,518.png,"I R 19,3",518
1,519.png,"I R 20,7",519
1,520.png,"I R 20,21",520
1,521.png,"I R 22,48",521
1,523.png,"II R 1,12",523
1,524.png,"II R 1,12",524
1,525.png,"11 R 1,17",525
1,526.png,"11 R 2,14",526
1,527.png,"I] R 2,15",527
1,528.png,"11 R 3,17",528
1,529.png,"II R 3,24",529
1,530.png,"11 R 3,25B",530
1,531.png,"11 R 4,16",531
1,532.png,"11 R 5,18",532
1,533.png,"II R 6,8",533
1,533.png,"II R 6,9",533
1,534.png,"11 R 6,11",534
1,535.png,"II R 6,33",535
1,536.png,"II R 7,13",536
1,537.png,"11 R 8,16",537
1,538.png,"II R 9,8",538
1,539.png,"I] R 9,27",539
1,540.png,"11 R 10,1B",540
1,541.png,"11 R 10,15A",541
1,542.png,"11 R 10,19A",542
1,543.png,"II R 10,25",543
1,544.png,"Il R 10,26",544
1,544.png,"Il R 10,27",544
1,545.png,"II R 12,10(9)",545
1,546.png,"II R 12,11(10)",546
1,547.png,"II R 13,6A",547
1,548.png,"II R 13,6",548
1,548.png,"II R 13,21",548
1,549.png,"Il R 13,23",549
1,550.png,"11 R 15,10",550
1,551.png,"II R 15,25",551
1,552.png,"11 R 16,6",552
1,553.png,"11 R 16,10",553
1,554.png,"Il R 16,18",554
1,555.png,"11 R 17,8",555
1,556.png,"II R 18,17",556
1,557.png,"II R 18,34",557
1,558.png,"II R 19,17",558
1,559.png,"II R 19,26",559
1,559.png,"II R 19,27",559
1,560.png,"II R 19,28",560
1,561.png,"11 R 20,11",561
1,562.png,"II R 20,12B",562
1,563.png,"II R 21,26",563
1,564.png,"Il R 22,13",564
1,565.png,"Il R 23,8",565
1,566.png,"Il R 23,13",566
1,567.png,"Il R 23,16",567
1,568.png,"II R 24,2",568
1,569.png,"II R 25,3",569
1,570.png,"11 R 25,4",570
1,571.png,"Il R 25,9",571
1,572.png,"II R 25,17",572
1,574.png,"I Ch 1,12",574
1,575.png,"I Ch 1,42",575
1,576.png,"I Ch 2,7",576
1,577.png,"I Ch 2,18",577
1,578.png,"I Ch 2,30 .31",578
1,578.png,"I Ch 2,31",578
1,579.png,"I Ch 2,42B",579
1,580.png,"I Ch 3,21",580
1,581.png,"I Ch 3,22",581
1,582.png,"I Ch 4,22",582
1,583.png,"I Ch 4,22",583
1,584.png,"I Ch 5,23",584
1,585.png,"I Ch 6,11(26)",585
1,586.png,"I Ch 6,13(28)",586
1,587.png,"I Ch 7,6",587
1,588.png,"I Ch 7,12",588
1,589.png,"I Ch 7,15",589
1,590.png,"I Ch 7,25",590
1,591.png,"I Ch 7,28",591
1,592.png,"I Ch 7,32",592
1,592.png,"I Ch 7,34",592
1,592.png,"I Ch 7,35",592
1,593.png,"I Ch 8,3",593
1,594.png,"I Ch 8,33",594
1,595.png,"I Ch 9,22",595
1,596.png,"I Ch 11,11",596
1,597.png,"I Ch 11,14",597
1,598.png,"I Ch 11,20",598
1,598.png,"I Ch 11,24",598
1,599.png,"I Ch 11,27",599
1,600.png,"I Ch 11,34",600
1,601.png,"I Ch 16,5",601
1,602.png,"I Ch 16,30",602
1,603.png,"I Ch 17,5",603
1,604.png,"I Ch 17,17",604
1,605.png,"I Ch 18,6",605
1,606.png,"I Ch 19,17A",606
1,607.png,"I Ch 20,3A",607
1,608.png,"I Ch 20,3B",608
1,609.png,"I Ch 24,6",609
1,610.png,"I Ch 24,6",610
1,611.png,"I Ch 24,13",611
1,612.png,"I Ch 24,23",612
1,613.png,"I Ch 24,26",613
1,614.png,"I Ch 25,9",614
1,615.png,"I Ch 26,1",615
1,616.png,"I Ch 26,17",616
1,617.png,"I Ch 26,20",617
1,618.png,"I Ch 26,25",618
1,619.png,"I Ch 27,4",619
1,619.png,"I Ch 27,6",619
1,621.png,"II Ch 1,5",621
1,622.png,"11 Ch 1,13",622
1,623.png,"11 Ch 3,2",623
1,624.png,"Il Ch 3,4B",624
1,625.png,"Il Ch 3,9",625
1,626.png,"11 Ch 3,15",626
1,627.png,"II Ch 4,3A",627
1,628.png,"Il Ch 4,16",628
1,629.png,"Il Ch 5,5",629
1,630.png,"Il Ch 23,18",630
1,630.png,"Il Ch 30,27",630
1,631.png,"11 Ch 5,9",631
1,632.png,"II Ch 6,42",632
1,633.png,"{1 Ch 8,16",633
1,634.png,"11 Ch 9,7",634
1,635.png,"11 Ch 10,14",635
1,636.png,"11 Ch 10,16",636
1,637.png,"11 Ch 11,17",637
1,638.png,"11 Ch 12,15",638
1,639.png,"11 Ch 16,7",639
1,640.png,"Il Ch 17,3",640
1,641.png,"Il Ch 19,8",641
1,642.png,"Il Ch 20,2",642
1,643.png,"11 Ch 20,25",643
1,644.png,"Il Ch 21,2",644
1,644.png,"II Ch 28,19",644
1,644.png,"II Ch 28,28",644
1,645.png,"1] Ch 21,15",645
1,646.png,"Il Ch 22,2",646
1,647.png,"Il Ch 22,6",647
1,648.png,"Il Ch 23,14",648
1,649.png,"II Ch 23,18",649
1,650.png,"Il Ch 25,8",650
1,651.png,"1] Ch 25,20",651
1,652.png,"Il Ch 25,28",652
1,653.png,"II Ch 26,5",653
1,654.png,"Il Ch 26,5",654
1,655.png,"Il Ch 26,23",655
1,656.png,"II Ch 30,21",656
1,657.png,"Il Ch 32,22",657
1,658.png,"11 Ch 32,24",658
1,659.png,"Il Ch 32,31",659
1,660.png,"Il Ch 33,19",660
1,661.png,"11 Ch 34,6",661
1,662.png,"I] Ch 34,21",662
1,662.png,"I] Ch 34,25",662
1,663.png,"Il Ch 34,22",663
1,664.png,"11 Ch 35,8",664
1,664.png,"11 Ch 35,9",664
1,665.png,"11 Ch 35,15",665
1,666.png,"Il Ch 36,9",666
1,667.png,"11 Ch 36,10",667
1,669.png,"Esd 1,6B",669
1,670.png,"Esd 1,9",670
1,671.png,"Esd 1,10",671
1,671.png,"Esd 1,11",671
1,672.png,"Esd 2,40",672
1,673.png,"Esd 2,40",673
1,674.png,"Esd 2,40",674
1,675.png,"Esd 2,40",675
1,676.png,"Esd 2,42",676
1,677.png,"Esd 3,5",677
1,678.png,"Esd 3,12",678
1,679.png,"Esd 4,7",679
1,680.png,"Esd 5,4",680
1,681.png,"Esd 5,8",681
1,682.png,"Esd 6,4",682
1,683.png,"Esd 6,15",683
1,684.png,"Esd 7,12",684
1,685.png,"Esd 8,5",685
1,686.png,"Esd 8, 14",686
1,687.png,"Esd 8,14",687
1,688.png,"Esd 8,17",688
1,689.png,"Esd 8,26",689
1,690.png,"Esd 9,13",690
1,691.png,"Esd 10,14",691
1,692.png,"Esd 10,24",692
1,693.png,"Esd 10,29",693
1,695.png,"Néh 2,1B",695
1,696.png,"Néh 3,1A",696
1,697.png,"Néh 3,1B",697
1,698.png,"Néh 3,8",698
1,699.png,"Néh 3,20",699
1,700.png,"Néh 4,2(8)",700
1,701.png,"Néh 4,6(12)",701
1,702.png,"Néh 4,8(14)",702
1,703.png,"Néh 4,17(23)",703
1,704.png,"Néh 5,2",704
1,705.png,"Néh 5,11",705
1,706.png,"Néh 5,16",706
1,707.png,"Néh 5,18",707
1,708.png,"Néh 6,16A",708
1,709.png,"Néh 6,16B",709
1,710.png,"Néh 7,67",710
1,711.png,"Néh 7,67",711
1,712.png,"Néh 7,69(70)",712
1,713.png,"Néh 8,8",713
1,713.png,"Néh 9,6",713
1,714.png,"Néh 9,8",714
1,715.png,"Néh 11,8",715
1,716.png,"Néh 11,10",716
1,717.png,"Néh 11,17",717
1,718.png,"Néh 12,9",718
1,719.png,"Néh 12,24",719
1,720.png,"Néh 12,38A",720
1,721.png,"Néh 12,39",721
1,723.png,"Est 1,22",723
1,724.png,"Est 1,22",724
1,725.png,"Est 3,7",725
1,726.png,"Est 3,7",726
1,727.png,"Est 9,25",727
1,728.png,"Est 9,29",728
1,728.png,"Est 9,31",728
2,95.png,"Is 1,7",95
2,96.png,"Is 1,7",96
2,97.png,"Is 1,12",97
2,98.png,"Is 1,12",98
2,99.png,"Is 1,17",99
2,100.png,"Is 1,17",100
2,101.png,"Is 1,20",101
2,102.png,"Is 1,20",102
2,103.png,"Is 1,21",103
2,104.png,"Is 1,29",104
2,105.png,"Is 1,31",105
2,106.png,"Is 1,31",106
2,107.png,"Is 2,6",107
2,108.png,"Is 2,9",108
2,109.png,"Is 2,10",109
2,110.png,"Is 2,12",110
2,111.png,"Is 2,12",111
2,112.png,"Is 2,19",112
2,113.png,"Is 2,19",113
2,114.png,"Is 3,1b",114
2,115.png,"Is 3,10",115
2,116.png,"Is 3,12",116
2,117.png,"Is 3,12",117
2,118.png,"Is 3,12",118
2,119.png,"Is 3,13",119
2,120.png,"Is 3,24",120
2,121.png,"Is 3,24",121
2,122.png,"Is 3,24",122
2,123.png,"Is 4,5",123
2,124.png,"Is 5,1",124
2,125.png,"Is 5,9",125
2,126.png,"Is 5,13",126
2,127.png,"Is 5,13",127
2,128.png,"Is 5,17AB",128
2,129.png,"Is 5,17AB",129
2,130.png,"Is 5,18AB",130
2,131.png,"Is 5,18AB",131
2,132.png,"Is 5,26",132
2,133.png,"Is 6,10",133
2,134.png,"Is 6,10",134
2,135.png,"Is 6,13A-C",135
2,136.png,"Is 6,13A-C",136
2,137.png,"Is 6,13A-C",137
2,138.png,"Is 7,1",138
2,139.png,"Is 7,1",139
2,140.png,"Is 7,11",140
2,141.png,"Is 8,2",141
2,142.png,"Is 8,2",142
2,143.png,"Is 8,6",143
2,144.png,"Is 8,8",144
2,145.png,"Is 8,9",145
2,146.png,"Is 8,9",146
2,147.png,"Is 8,9",147
2,148.png,"Is 8,11",148
2,149.png,"Is 8,11",149
2,150.png,"Is 8,13",150
2,151.png,"Is 8,14",151
2,153.png,"Is 8,21",153
2,154.png,"Is 9,2(3)",154
2,155.png,"Is 9,2(3)",155
2,156.png,"Is 9,2(3)",156
2,157.png,"Is 9,10(11)",157
2,158.png,"Is 9,16(17)",158
2,159.png,"Is 9,16(17)",159
2,160.png,"Is 9,18(19)",160
2,161.png,"Is 9,18(19)",161
2,162.png,"Is 9,18(19)",162
2,163.png,"Is 9,19(20)",163
2,164.png,"Is 9,19(20)",164
2,165.png,"Is 10,4A-C",165
2,166.png,"Is 10,4A-C",166
2,167.png,"Is 10,4A-C",167
2,168.png,"Is 10,12",168
2,169.png,"Is 10,25",169
2,170.png,"Is 10,25",170
2,171.png,"Is 10,27",171
2,172.png,"Is 10,30",172
2,173.png,"Is 10,34",173
2,174.png,"Is 10,34",174
2,175.png,"Is 11,4",175
2,176.png,"Is 11,6",176
2,177.png,"Is 11,11",177
2,178.png,"Is 11,15",178
2,179.png,"Is 11,15",179
2,180.png,"Is 12,2",180
2,181.png,"Is 12,2",181
2,182.png,"Is 12,2",182
2,183.png,"Is 12,2",183
2,184.png,"Is 13,2",184
2,185.png,"Is 13,2",185
2,186.png,"Is 13,13",186
2,187.png,"Is 13,22",187
2,188.png,"Is 13,22",188
2,189.png,"Is 14,2",189
2,190.png,"Is 14,4",190
2,191.png,"Is 14,4",191
2,192.png,"Is 14,4",192
2,193.png,"Is 14,4",193
2,194.png,"Is 14,6",194
2,195.png,"Is 14,6",195
2,196.png,"Is 14,12",196
2,197.png,"Is 14,12",197
2,198.png,"Is 14,19",198
2,199.png,"Is 14,21",199
2,200.png,"Is 14,21",200
2,201.png,"Is 14,30A",201
2,202.png,"Is 14,30B",202
2,203.png,"Is 14,30B",203
2,204.png,"Is 15,2",204
2,205.png,"Is 15,3",205
2,206.png,"Is 15,5",206
2,207.png,"Is 15,5",207
2,208.png,"Is 15,9AB",208
2,209.png,"Is 15,9C",209
2,210.png,"Is 15,9C",210
2,211.png,"Is 15,9D",211
2,212.png,"Is 16,1AB",212
2,213.png,"Is 16,1AB",213
2,214.png,"Is 16,1AB",214
2,215.png,"Is 16,1AB",215
2,216.png,"Is 16,4",216
2,217.png,"Is 16,7",217
2,218.png,"Is 16,7",218
2,219.png,"Is 16,10",219
2,220.png,"Is 16,14",220
2,221.png,"Is 17,2",221
2,222.png,"Is 17,2",222
2,223.png,"Is 17,5",223
2,224.png,"Is 17,9AB",224
2,225.png,"Is 17,9AB",225
2,226.png,"Is 17,9AB",226
2,227.png,"Is 17,12",227
2,227.png,"Is 17,13",227
2,228.png,"Is 18,4",228
2,229.png,"Is 18,7",229
2,230.png,"Is 18,7",230
2,231.png,"Is 19,7",231
2,232.png,"Is 19,9",232
2,233.png,"Is 19,10",233
2,234.png,"Is 19,10",234
2,235.png,"Is 19,12",235
2,236.png,"Is 19,14",236
2,237.png,"Is 19,18",237
2,238.png,"Is 19,18",238
2,239.png,"Is 19,18",239
2,240.png,"Is 19,18",240
2,241.png,"Is 19,18",241
2,242.png,"Is 19,18",242
2,243.png,"Is 19,18",243
2,244.png,"Is 20,2",244
2,245.png,"Is 20,6",245
2,246.png,"Is 21,1",246
2,247.png,"Is 21,2",247
2,248.png,"Is 21,8",248
2,249.png,"Is 22,3",249
2,250.png,"Is 22,6",250
2,251.png,"Is 22,17",251
2,252.png,"Is 22,19",252
2,253.png,"Is 22,19",253
2,254.png,"Is 23,1AB",254
2,255.png,"Is 23,2",255
2,256.png,"Is 23,3",256
2,257.png,"Is 23,3B",257
2,258.png,"Is 23,4",258
2,259.png,"Is 23,4",259
2,260.png,"Is 23,5",260
2,262.png,"Is 23,10A-C",262
2,263.png,"Is 23,10A-C",263
2,264.png,"Is 23,11",264
2,265.png,"Is 23,14",265
2,266.png,"Is 24,4AB",266
2,267.png,"Is 24,4AB",267
2,268.png,"Is 24,16AB",268
2,269.png,"Is 24,16AB",269
2,270.png,"Is 24,16AB",270
2,271.png,"Is 25,2",271
2,272.png,"Is 25,4",272
2,273.png,"Is 25,5",273
2,274.png,"Is 26,5",274
2,275.png,"Is 26,6",275
2,275.png,"Is 26,7",275
2,276.png,"Is 26,8",276
2,277.png,"Is 26,16A-C",277
2,278.png,"Is 26,16A-C",278
2,279.png,"Is 26,16A-C",279
2,280.png,"Is 26,19A",280
2,281.png,"Is 26,19A",281
2,282.png,"Is 27,2",282
2,283.png,"Is 27,2",283
2,284.png,"Is 27,2",284
2,285.png,"Is 27,2",285
2,286.png,"Is 27,4",286
2,287.png,"Is 27,4",287
2,288.png,"Is 27,8AB",288
2,289.png,"Is 27,8AB",289
2,290.png,"Is 28,1.4",290
2,291.png,"Is 28,1.4",291
2,292.png,"Is 28,25AB",292
2,293.png,"Is 28,25AB",293
2,294.png,"Is 28,28",294
2,295.png,"Is 29,3",295
2,296.png,"Is 29,3",296
2,297.png,"Is 29,5",297
2,298.png,"Is 29,7AB",298
2,299.png,"Is 29,7AB",299
2,300.png,"Is 29,9AB",300
2,301.png,"Is 29,9AB",301
2,302.png,"Is 29,22",302
2,303.png,"Is 30,6A",303
2,304.png,"Is 30,6B",304
2,305.png,"Is 30,7",305
2,306.png,"Is 30,8",306
2,307.png,"Is 30,8",307
2,308.png,"Is 30,17",308
2,309.png,"Is 30,19",309
2,310.png,"Is 30,25",310
2,311.png,"Is 30,27",311
2,312.png,"Is 30,27",312
2,313.png,"Is 30,32",313
2,314.png,"Is 30,33",314
2,315.png,"Is 32,6",315
2,316.png,"Is 32,13",316
2,317.png,"Is 32,19",317
2,318.png,"Is 33,1",318
2,319.png,"Is 33,1",319
2,320.png,"Is 33,2",320
2,321.png,"Is 33,3",321
2,322.png,"Is 33,4",322
