book_name,chapter,verse,text,normalization
Genesis,21,21,"And he dwelt in the wilderness of Pharan, and his mother took a wife for him out of the land of Egypt.","[""Ishmael dwelt in the wilderness of Paran."", ""Ishmael's mother took a wife for him."", ""Ishmael's wife was from the land of Egypt.""]"
Genesis,21,22,"At the same time Abimelech, and Phicol the general of his army, said to Abraham: God is with thee in all that thou dost.","[""Abimelech and Phicol spoke to Abraham."", ""Phicol is the general of Abimelech's army."", ""Abimelech and Phicol asserted that God is with Abraham."", ""Abimelech and Phicol asserted that God is with Abraham in everything that Abraham does.""]"
Genesis,21,24,And Abraham said: I will swear.,"[""Abraham spoke."", ""Abraham said that he would swear an oath.""]"
Genesis,21,25,"And he reproved Abimelech for a well of water, which his servants had taken away by force.","[""He reproved Abimelech."", ""The reason for the reproof was a well of water."", ""Abimelech's servants had taken the well of water away by force.""]"
Genesis,21,23,"Swear therefore by God, that thou wilt not hurt me, nor my posterity, nor my stock: but according to the kindness that I have done to thee, thou shalt do to me, and to the land wherein thou hast lived a stranger.","[""The speaker commands the listener to swear by God."", ""The speaker commands the listener that he will not hurt the speaker."", ""The speaker commands the listener that he will not hurt the speaker's posterity."", ""The speaker commands the listener that he will not hurt the speaker's stock."", ""The speaker commands the listener to do to him according to the kindness that he has done to the listener."", ""The speaker commands the listener to do to the land wherein the listener has lived as a stranger according to the kindness that he has done to the listener.""]"
Genesis,21,27,"Then Abraham took sheep and oxen, and gave them to Abimelech: and both of them made a league.","[""Abraham took sheep."", ""Abraham took oxen."", ""Abraham gave the sheep to Abimelech."", ""Abraham gave the oxen to Abimelech."", ""Abraham and Abimelech both made a league.""]"
Genesis,21,26,"And Abimelech answered: I knew not who did this thing: and thou didst not tell me, and I heard not of it till today.","[""Abimelech answered."", ""Abimelech asserted that he did not know who did this thing."", ""Abimelech asserted that he (the speaker) was not told by the other person (Abraham)."", ""Abimelech asserted that he did not hear of it until that day.""]"
Genesis,21,28,And Abraham set apart seven ewelambs of the flock.,"[""Abraham selected seven ewelambs."", ""The seven ewelambs belonged to the flock."", ""Abraham set apart the seven ewelambs.""]"
Genesis,21,32,And they made a league for the well of oath.,"[""They made a league."", ""The league was for the well of oath.""]"
Genesis,21,29,And Abimelech said to him: What mean these seven ewelambs which thou hast set apart?,"[""Abimelech spoke to Abraham."", ""Abimelech asked Abraham a question."", ""Abimelech asked Abraham what the seven ewelambs that Abraham had set apart meant.""]"
Genesis,21,30,"But he said: Thou shalt take seven ewelambs at my hand: that they may be a testimony for me, that I dug this well.","[""The man spoke."", ""The man commanded that the listener should take seven ewe lambs from his hand."", ""The man stated that the ewe lambs may be a testimony for him."", ""The man stated that he dug the well.""]"
Genesis,21,31,Therefore that place was called Bersabee; because there both of them did swear.,"[""Therefore, that place was called Bersabee."", ""Both of them swore an oath in that place.""]"
Genesis,21,33,"And Abimelech and Phicol, the general of his army, arose and returned to the land of the Palestines. But Abraham planted a grove in Bersabee, and there called upon the name of the Lord God eternal.","[""Abimelech arose."", ""Phicol, the general of Abimelech's army, arose."", ""Abimelech returned to the land of the Philistines."", ""Phicol returned to the land of the Philistines."", ""Abraham planted a grove in Beersheba."", ""Abraham called upon the name of the Lord God eternal in Beersheba.""]"
Genesis,22,1,"After these things, God tempted Abraham, and said to him: Abraham, Abraham. And he answered: Here I am.","[""After these things, God tested Abraham."", ""God spoke to Abraham."", ""God called Abraham's name."", ""God said: Abraham."", ""God said: Abraham."", ""Abraham answered God."", ""Abraham said: Here I am.""]"
Genesis,21,34,And he was a sojourner in the land of the Palestines many days.,"[""He sojourned in the land of the Palestines."", ""He sojourned for many days.""]"
Genesis,22,3,"So Abraham rising up in the night, saddled his ass, and took with him two young men, and Isaac his son: and when he had cut wood for the holocaust, he went his way to the place which God had commanded him.","[""Abraham rose up in the night."", ""Abraham saddled his ass."", ""Abraham took with him two young men."", ""Isaac was Abraham's son."", ""Abraham took Isaac with him."", ""Abraham cut wood for the holocaust."", ""Abraham went his way to the place."", ""God had commanded Abraham concerning that place.""]"
Genesis,22,4,"And on the third day, lifting up his eyes, he saw the place afar off.","[""On the third day, he lifted up his eyes."", ""On the third day, he saw the place."", ""The place was afar off.""]"
Genesis,22,2,"He said to him: Take thy only begotten son Isaac, whom thou lovest, and go into the land of vision; and there thou shalt offer him for an holocaust upon one of the mountains which I will shew thee.","[""God spoke to Abraham."", ""God commanded Abraham to take Isaac."", ""Isaac is Abraham's son."", ""Isaac is Abraham's only son."", ""Abraham loves Isaac."", ""God commanded Abraham to go to the land of vision."", ""God commanded Abraham to offer Isaac as a burnt offering in the land of vision."", ""God will show Abraham one of the mountains."", ""God commanded Abraham to offer Isaac on that mountain.""]"
Genesis,22,6,"And he took the wood for the holocaust, and laid it upon Isaac his son; and he himself carried in his hands fire and a sword. And as they two went on together,","[""Abraham took the wood for the burnt offering."", ""Abraham laid the wood upon Isaac, his son."", ""Abraham carried fire in his hands."", ""Abraham carried a sword in his hands."", ""Abraham and Isaac were both walking."", ""Abraham and Isaac were walking together.""]"
Genesis,22,5,"And he said to his young men: Stay you here with the ass; I and the boy will go with speed as far as yonder, and after we have worshipped, will return to you.","[""Abraham said something to his young men."", ""Abraham commanded his young men to stay here with the ass."", ""Abraham stated that he and the boy will go with speed as far as yonder."", ""Abraham stated that after they have worshipped, they will return to his young men.""]"
Genesis,22,7,"Isaac said to his father: My father. And he answered: What wilt thou, son? Behold, saith he, fire and wood: where is the victim for the holocaust?","[""Isaac spoke to his father."", ""Isaac said: My father."", ""Isaac's father answered."", ""Isaac's father asked: What do you want, son?"", ""Isaac spoke."", ""Isaac said: Behold, fire is present."", ""Isaac said: Behold, wood is present."", ""Isaac asked: Where is the victim for the burnt offering?""]"
Genesis,22,8,"And Abraham said: God will provide himself a victim for an holocaust, my son. So they went on together.","[""Abraham spoke to his son."", ""Abraham asserted that God will provide a victim for a burnt offering."", ""The victim will be provided by God himself."", ""Abraham referred to his son as 'my son'."", ""Abraham and his son went on together.""]"
Genesis,22,9,"And they came to the place which God had shewn him, where he built an altar, and laid the wood in order upon it; and when he had bound Isaac his son, he laid him on the altar upon the pile of wood.","[""They came to the place which God had shown Abraham."", ""Abraham built an altar at that place."", ""Abraham laid the wood in order upon the altar."", ""Abraham bound Isaac, his son."", ""Abraham laid Isaac on the altar upon the pile of wood.""]"
Genesis,22,10,"And he put forth his hand, and took the sword, to sacrifice his son.","[""Abraham extended his hand."", ""Abraham took the sword."", ""Abraham intended to sacrifice his son.""]"
Genesis,22,11,"And behold, an angel of the Lord from heaven called to him, saying: Abraham, Abraham. And he answered: Here I am.","[""An angel of the Lord was in heaven."", ""The angel called to Abraham."", ""The angel said, \""Abraham, Abraham.\"""", ""Abraham answered the angel."", ""Abraham said, \""Here I am.\""""]"
Genesis,22,12,"And he said to him: Lay not thy hand upon the boy, neither do thou any thing to him: now I know that thou fearest God, and hast not spared thy only begotten son for my sake.","[""An angel of the Lord spoke to Abraham."", ""The angel commanded Abraham not to lay his hand upon the boy (Isaac)."", ""The angel commanded Abraham not to do anything to Isaac."", ""The angel stated that he knew Abraham feared God."", ""The angel stated that Abraham had not spared his only begotten son (Isaac)."", ""The angel stated that Abraham had not spared his son for the angel's (God's) sake.""]"
Genesis,22,13,"Abraham lifted up his eyes, and saw behind his back a ram, amongst the briers, sticking fast by the horns, which he took and offered for a holocaust instead of his son.","[""Abraham lifted up his eyes."", ""Abraham saw a ram behind his back."", ""The ram was amongst the briers."", ""The ram was sticking fast by its horns."", ""Abraham took the ram."", ""Abraham offered the ram as a holocaust."", ""Abraham offered the ram instead of his son.""]"
Genesis,22,14,"And he called the name of that place, The Lord seeth. Whereupon, even to this day, it is said: In the mountain the Lord will see.","[""Abraham called the name of that place 'The Lord seeth'."", ""Even to this day, people say that in the mountain the Lord will see.""]"
Genesis,22,15,"And the angel of the Lord called to Abraham a second time from heaven, saying:","[""The angel of the Lord called to Abraham a second time."", ""The angel of the Lord called to Abraham from heaven."", ""The angel of the Lord said something to Abraham.""]"
Genesis,22,16,"By my own self have I sworn, saith the Lord: because thou hast done this thing, and hast not spared thy only begotten son for my sake:","[""The Lord said that he has sworn by his own self."", ""The Lord said that Abraham has done a certain thing."", ""The Lord said that Abraham has not spared his only begotten son."", ""The Lord said that Abraham has not spared his only begotten son for the Lord's sake.""]"
Genesis,22,19,"Abraham returned to his young men, and they went to Bersabee together, and he dwelt there.","[""Abraham returned to his young men."", ""Abraham and his young men went to Bersabee together."", ""Abraham dwelt in Bersabee.""]"
Genesis,22,17,"I will bless thee, and I will multiply thy seed as the stars of heaven, and as the sand that is by the sea shore; thy seed shall possess the gates of their enemies.","[""God will bless Abraham."", ""God will multiply Abraham's descendants."", ""Abraham's descendants will be as numerous as the stars of heaven."", ""Abraham's descendants will be as numerous as the sand by the sea shore."", ""Abraham's descendants will possess the gates of their enemies.""]"
Genesis,22,18,"And in thy seed shall all the nations of the earth be blessed, because thou hast obeyed my voice.","[""God said that all the nations of the earth shall be blessed in Abraham's seed."", ""God said that Abraham obeyed God's voice.""]"
Genesis,22,20,"After these things, it was told Abraham, that Melcha also had borne children to Nachor his brother.","[""After these things happened, someone told Abraham something."", ""Melcha had borne children to Nachor."", ""Nachor was Abraham's brother.""]"
Genesis,22,21,"Hus, the firstborn, and Buz, his brother, and Camuel the father of the Syrians,","[""Hus was the firstborn."", ""Buz was Hus' brother."", ""Camuel was the father of the Syrians.""]"
Genesis,22,22,"And Cased, and Azau, and Pheldas, and Jedlaph,","[""Cased is a descendant of Joktan."", ""Azau is a descendant of Joktan."", ""Pheldas is a descendant of Joktan."", ""Jedlaph is a descendant of Joktan.""]"
Genesis,22,23,"And Bathuel, of whom was born Rebecca: these eight did Melcha bear to Nachor, Abraham's brother.","[""Bathuel was the father of Rebecca."", ""Melcha bore eight children to Nachor."", ""Nachor was Abraham's brother.""]"
Genesis,23,1,And Sara lived a hundred and twenty-seven years.,"[""Sara lived one hundred and twenty-seven years.""]"
Genesis,22,24,"And his concubine, named Roma, bore Tabee, and Gaham, and Tahas, and Maacha.","[""His concubine was named Roma."", ""Roma bore Tabee."", ""Roma bore Gaham."", ""Roma bore Tahas."", ""Roma bore Maacha.""]"
Genesis,23,3,"And after he rose up from the funeral obsequies, he spoke to the children of Heth, saying:","[""He rose up from the funeral obsequies."", ""He spoke to the children of Heth."", ""He was saying something to the children of Heth.""]"
Genesis,23,2,"And she died in the city of Arbee which is Hebron, in the land of Chanaan: and Abraham came to mourn and weep for her.","[""Sarah died."", ""Sarah died in the city of Arbee."", ""The city of Arbee is Hebron."", ""Hebron is in the land of Chanaan."", ""Abraham came to mourn for Sarah."", ""Abraham came to weep for Sarah.""]"
Genesis,23,5,"The children of Heth answered, saying:","[""The children of Heth answered."", ""The children of Heth spoke.""]"
Genesis,23,4,"I am a stranger and sojourner among you: give me the right of a burying place with you, that I may bury my dead.","[""Abraham said that he is a stranger among the sons of Heth."", ""Abraham said that he is a sojourner among the sons of Heth."", ""Abraham requested the sons of Heth to give him the right of a burying place with them."", ""Abraham stated his purpose for wanting the right of a burying place."", ""Abraham's purpose is to bury his dead.""]"
Genesis,23,7,"Abraham rose up, and bowed down to the people of the land, to wit, the children of Heth:","[""Abraham rose up."", ""Abraham bowed down to the people of the land."", ""The people of the land are the children of Heth.""]"
Genesis,23,8,"And said to them: If it please your soul that I should bury my dead, hear me, and intercede for me to Ephron the son of Seor.","[""Abraham spoke to the sons of Heth."", ""Abraham said: It is pleasing to your soul that I should bury my dead."", ""Abraham requested that they hear him."", ""Abraham requested that they intercede for him to Ephron the son of Zohar.""]"
Genesis,23,6,"My lord, hear us, thou art a prince of God among us: bury thy dead in our principal sepulchres: and no man shall have power to hinder thee from burying thy dead in his sepulchre.","[""The speaker addressed someone as 'My lord'."", ""The speaker asked the person addressed to hear them."", ""The speaker asserted that the person addressed is a prince of God among them."", ""The speaker asked the person addressed to bury their dead in their principal sepulchres."", ""The speaker asserted that no man shall have power to hinder the person addressed from burying their dead in his sepulchre.""]"
Genesis,23,9,"That he may give me the double cave, which he hath in the end of his field: For as much money as it is worth he shall give it me before you, for a possession of a burying place.","[""Abraham wants Ephron to give him the double cave."", ""The double cave is in the end of Ephron's field."", ""Abraham wants Ephron to give him the cave for the full price."", ""Abraham wants Ephron to give him the cave publicly."", ""Abraham wants the cave as a burial ground.""]"
Genesis,23,10,"Now Ephron dwelt in the midst of the children of Heth. And Ephron made answer to Abraham in the hearing of all that went in at the gate of the city, saying:","[""Ephron lived among the children of Heth."", ""Ephron answered Abraham."", ""Ephron spoke in the presence of everyone who entered the city gate.""]"
Genesis,23,13,"And he spoke to Ephron, in the presence of the people: I beseech thee to hear me: I will give money for the field; take it, and so will I bury my dead in it.","[""Abraham spoke to Ephron in the presence of the people."", ""Abraham entreated Ephron to hear him."", ""Abraham will give money for the field."", ""Abraham requested Ephron to take the money."", ""Abraham wants to bury his dead in the field.""]"
Genesis,23,12,Abraham bowed down before the people of the land.,"[""Abraham bowed down."", ""The people inhabited the land."", ""Abraham bowed down before the people of the land.""]"
Genesis,23,11,"Let it not be so, my lord, but do thou rather hearken to what I say: The field I deliver to thee, and the cave that is therein; in the presence of the children of my people, bury thy dead.","[""The speaker implores that it not be so."", ""The speaker addresses his lord."", ""The speaker asks his lord to listen to what he is about to say."", ""The speaker asserts that he is giving the field to his lord."", ""The speaker asserts that he is giving the cave in the field to his lord."", ""The speaker requests his lord to bury his dead in the presence of the speaker's people.""]"
Genesis,23,14,And Ephron answered:,"[""Ephron spoke.""]"
Genesis,23,15,"My lord, hear me. The ground which thou desirest, is worth four hundred sicles of silver: this is the price between me and thee: but what is this? bury thy dead.","[""Abraham addressed the sons of Heth as 'My lord'."", ""Abraham requested the sons of Heth to hear him."", ""Abraham asserted that the ground which the sons of Heth desired was worth four hundred shekels of silver."", ""Abraham asserted that four hundred shekels of silver was the price between him and the sons of Heth."", ""Abraham minimized the price of the ground."", ""Abraham requested the sons of Heth to bury their dead.""]"
Genesis,23,18,"Was made sure to Abraham for a possession, in the sight of the children of Heth, and of all that went in at the gate of his city.","[""The field was made sure to Abraham as a possession."", ""The field was made sure in the sight of the children of Heth."", ""The field was made sure in the sight of all that went in at the gate of his city.""]"
Genesis,23,16,"And when Abraham had heard this, he weighed out the money that Ephron had asked, in the hearing of the children of Heth, four hundred sicles of silver, of common current money.","[""Abraham heard Ephron's request."", ""Abraham weighed out money."", ""The money was silver."", ""The money weighed four hundred shekels."", ""Abraham weighed out the money in the presence of the children of Heth."", ""Ephron requested the money from Abraham."", ""The silver was of common currency.""]"
Genesis,23,17,"And the field that before was Ephron's, wherein was the double cave, looking towards Mambre, both it and the cave, and all the trees thereof, in all its limits round about,","[""The field previously belonged to Ephron."", ""The field contained a double cave."", ""The double cave faced Mambre."", ""The field included the cave."", ""The field included all the trees on it."", ""The field included all its limits round about.""]"
Genesis,24,1,"Now Abraham was old, and advanced in age; and the Lord had blessed him in all things.","[""Abraham was old."", ""Abraham was advanced in age."", ""The Lord had blessed Abraham in all things.""]"
Genesis,23,19,"And so Abraham buried Sara, his wife, in the double cave of the field, that looked towards Mambre, this is Hebron in the land of Chanaan.","[""Abraham buried Sara."", ""Sara was Abraham's wife."", ""Abraham buried Sara in the double cave of the field."", ""The field looked towards Mambre."", ""The double cave was in the field that looked towards Mambre."", ""Hebron is the name of the place."", ""The place is in the land of Chanaan.""]"
Genesis,23,20,"And the field was made sure to Abraham, and the cave that was in it, for a possession to bury in, by the children of Heth.","[""The field became the confirmed property of Abraham."", ""The cave in the field became the confirmed property of Abraham."", ""Abraham obtained the field and cave for use as a burial ground."", ""The children of Heth confirmed the property transfer.""]"
Genesis,24,3,"That I may make thee swear by the Lord, the God of heaven and earth, that thou take not a wife for my son, of the daughters of the Chanaanites, among whom I dwell:","[""Abraham said that he may make his servant swear."", ""Abraham specified that the oath is by the Lord."", ""The Lord is the God of heaven."", ""The Lord is the God of earth."", ""Abraham commanded his servant not to take a wife for his son."", ""The wife should not be one of the daughters of the Canaanites."", ""Abraham dwells among the Canaanites.""]"
Genesis,24,2,"And he said to the elder servant of his house, who was ruler over all he had: Put thy hand under my thigh,","[""A man spoke to the elder servant of his house."", ""The elder servant was ruler over all that the man possessed."", ""The man commanded the servant to put his hand under the man's thigh.""]"
Genesis,24,4,"But that thou go to my own country and kindred, and take a wife from thence for my son Isaac.","[""Abraham instructed his servant to go to Abraham's own country."", ""Abraham instructed his servant to go to Abraham's kindred."", ""Abraham instructed his servant to take a wife from Abraham's country and kindred."", ""The wife is for Abraham's son Isaac.""]"
Genesis,24,6,And Abraham said: Beware thou never bring my son back again thither.,"[""Abraham spoke a command."", ""Abraham commanded someone to beware."", ""Abraham commanded that this person should never bring his son back to that place.""]"
Genesis,24,5,"The servant answered: If the woman will not come with me into this land, must I bring thy son back again to the place from whence thou camest out?","[""The servant answered a question."", ""The servant asked if the woman will not come with him into this land."", ""The servant asked if he must bring Abraham's son back again to the place from whence Abraham came out.""]"
Genesis,24,7,"The Lord God of heaven, who took me out of my father's house, and out of my native country, who spoke to me, and swore to me, saying: To thy seed will I give this land: he will send his angel before thee, and thou shalt take from thence a wife for my son.","[""The speaker refers to the Lord God of heaven."", ""The Lord God took the speaker out of his father's house."", ""The Lord God took the speaker out of his native country."", ""The Lord God spoke to the speaker."", ""The Lord God swore to the speaker."", ""The Lord God said a promise."", ""The Lord God promised to give the land to the speaker's seed."", ""The Lord God will send his angel before the speaker."", ""The speaker shall take a wife for his son from that place.""]"
Genesis,24,8,"But if the woman will not follow thee, thou shalt not be bound by the oath: only bring not my son back thither again.","[""Abraham said a condition."", ""If the woman will not follow Abraham's servant, Abraham's servant shall not be bound by the oath."", ""Abraham gave a command."", ""Abraham commanded his servant not to bring Isaac back to Abraham's original homeland.""]"
Genesis,24,9,"The servant, therefore, put his hand under the thigh of Abraham, his lord, and swore to him upon his word.","[""The servant put his hand under the thigh of Abraham."", ""Abraham is the lord of the servant."", ""The servant swore to Abraham."", ""The servant swore upon his word.""]"
Genesis,24,10,"And he took ten camels of his master's herd, and departed, carrying something of all his goods with him, and he set forward and went on to Mesopotamia, to the city of Nachor.","[""The servant took ten camels from his master's herd."", ""The servant departed."", ""The servant was carrying some of his master's goods with him."", ""The servant set forward."", ""The servant went to Mesopotamia."", ""The servant went to the city of Nahor.""]"
Genesis,24,11,"And when he had made the camels lie down without the town, near a well of water, in the evening, at the time when women are wont to come out to draw water, he said:","[""The servant made the camels lie down without the town."", ""The place was near a well of water."", ""The time was in the evening."", ""The time was when women are wont to come out to draw water."", ""The servant spoke.""]"
Genesis,24,12,"O Lord, the God of my master, Abraham, meet me today, I beseech thee, and shew kindness to my master, Abraham.","[""The speaker addresses the Lord."", ""The speaker identifies the Lord as the God of Abraham."", ""The speaker identifies Abraham as his master."", ""The speaker beseeches the Lord to meet him today."", ""The speaker beseeches the Lord to show kindness to Abraham.""]"
Genesis,24,13,"Behold, I stand nigh the spring of water, and the daughters of the inhabitants of this city will come out to draw water:","[""The speaker calls attention to a scene."", ""The speaker says that he is standing near the spring of water."", ""The speaker says that the daughters of the inhabitants of the city will come out."", ""The speaker says that the daughters of the inhabitants of the city will draw water.""]"
Genesis,24,14,"Now, therefore, the maid to whom I shall say: Let down thy pitcher that I may drink: and she shall answer, Drink, and I will give thy camels drink also: let it be the same whom thou hast provided for thy servant Isaac: and by this, I shall understand that thou hast shewn kindness to my master.","[""The speaker said that it is now therefore."", ""The speaker said that he will say to a maid: 'Let down your pitcher that I may drink'."", ""The speaker said that the maid shall answer: 'Drink, and I will give your camels drink also'."", ""The speaker prayed that the maid who does this is the one God has provided for his servant Isaac."", ""The speaker stated that by this event, he will understand that God has shown kindness to his master.""]"
Genesis,24,16,"An exceeding comely maid, and a most beautiful virgin, and not known to man: and she went down to the spring, and filled her pitcher, and was coming back.","[""The maid was exceedingly comely."", ""The maid was a most beautiful virgin."", ""The maid was not known to man."", ""She went down to the spring."", ""She filled her pitcher at the spring."", ""She was coming back from the spring.""]"
Genesis,24,17,"And the servant ran to meet her, and said: Give me a little water to drink of thy pitcher.","[""The servant ran to meet her."", ""The servant said a request."", ""The servant requested that she give him a little water to drink."", ""The water should be from her pitcher.""]"
Genesis,24,18,"And she answered: Drink, my lord. And quickly she let down the pitcher upon her arm, and gave him drink.","[""The woman answered."", ""The woman commanded her lord to drink."", ""The woman quickly let down the pitcher upon her arm."", ""The woman gave him drink.""]"
Genesis,24,15,"He had not yet ended these words within himself, and behold Rebecca came out, the daughter of Bathuel, son of Melcha, wife to Nachor the brother of Abraham, having a pitcher on her shoulder:","[""The man had not yet finished speaking to himself."", ""Rebecca came out."", ""Rebecca is the daughter of Bethuel."", ""Bethuel is the son of Milcah."", ""Milcah is the wife of Nahor."", ""Nahor is the brother of Abraham."", ""Rebecca had a pitcher on her shoulder.""]"
Genesis,24,22,"And after that the camels had drunk, the man took out golden earrings, weighing two sicles; and as many bracelets, of ten sicles weight.","[""The camels had drunk."", ""After the camels had drunk, the man took out golden earrings."", ""The earrings weighed two shekels."", ""After the camels had drunk, the man took out bracelets."", ""The bracelets weighed ten shekels.""]"
Genesis,24,21,"But he musing, beheld her with silence, desirous to know whether the Lord had made his journey prosperous or not.","[""The man was musing."", ""The man beheld the woman with silence."", ""The man desired to know whether the Lord had made his journey prosperous."", ""The man desired to know whether the Lord had not made his journey prosperous.""]"
Genesis,24,19,"And when he had drunk, she said: I will draw water for thy camels also, till they all drink.","[""He drank water."", ""After he drank water, she spoke."", ""She promised that she will draw water for his camels."", ""She specified that she would draw water until all his camels drink.""]"
Genesis,24,20,"And pouring out the pitcher into the troughs, she ran back to the well to draw water; and having drawn, she gave to all the camels.","[""She poured out the pitcher into the troughs."", ""She ran back to the well to draw water."", ""She drew water."", ""She gave water to all the camels.""]"
Genesis,24,23,And he said to her: Whose daughter art thou? tell me: is there any place in thy father's house to lodge?,"[""A man spoke to a woman."", ""The man asked the woman whose daughter she was."", ""The man commanded the woman to tell him."", ""The man asked if there was any place to lodge in her father's house.""]"
Genesis,24,24,"And she answered: I am the daughter of Bathuel, the son of Melcha, whom she bore to Nachor.","[""She answered a question."", ""She declared that she is the daughter of Bethuel."", ""Bethuel is the son of Milcah."", ""Milcah bore Bethuel to Nahor.""]"
Genesis,24,25,"And she said, moreover, to him: We have good store of both straw and hay, and a large place to lodge in.","[""The woman spoke to a man."", ""The woman asserted that they have a good store of straw."", ""The woman asserted that they have a good store of hay."", ""The woman asserted that they have a large place to lodge in.""]"
Genesis,24,26,"The man bowed himself down, and adored the Lord,","[""The man bowed himself down."", ""The man adored the Lord.""]"
Genesis,24,28,"Then the maid ran, and told in her mother's house all that she had heard.","[""The maid ran."", ""The maid told something in her mother's house."", ""The maid told all that she had heard."", ""The maid told this in her mother's house immediately after running.""]"
Genesis,24,27,"Saying: Blessed be the Lord God of my master Abraham, who hath not taken away his mercy and truth from my master, and hath brought me the straight way into the house of my master's brother.","[""The servant of Abraham is speaking."", ""The servant is saying: Blessed be the Lord God of my master Abraham."", ""The servant is saying that God has not taken away his mercy from his master Abraham."", ""The servant is saying that God has not taken away his truth from his master Abraham."", ""The servant is saying that God has brought him the straight way into the house of his master's brother.""]"
Genesis,24,29,"And Rebecca had a brother, named Laban, who went out in haste to the man, to the well.","[""Rebecca had a brother."", ""Rebecca's brother's name was Laban."", ""Laban went out in haste."", ""Laban went to the man."", ""Laban went to the well.""]"
Genesis,24,30,"And when he had seen the earrings and bracelets in his sister's hands, and had heard all that she related, saying, Thus and thus the man spoke to me: he came to the man who stood by the camels, and near to the spring of water,","[""He saw the earrings in his sister's hands."", ""He saw the bracelets in his sister's hands."", ""He heard all that his sister related."", ""His sister said, 'Thus and thus the man spoke to me.'"", ""He came to the man."", ""The man stood by the camels."", ""The man was near to the spring of water.""]"
Genesis,24,34,And he said: I am the servant of Abraham:,"[""The man said something."", ""The man said that he is the servant of Abraham.""]"
Genesis,24,31,"And said to him: Come in, thou blessed of the Lord; why standest thou without? I have prepared the house, and a place for the camels.","[""Someone said something to him."", ""The speaker commanded him to come in."", ""The speaker said that he was blessed by the Lord."", ""The speaker asked him why he was standing outside."", ""The speaker said that he had prepared the house."", ""The speaker said that he had prepared a place for the camels.""]"
Genesis,24,32,"And he brought him into his lodging; and he unharnessed the camels, and gave straw and hay, and water to wash his feet, and the feet of the men that were come with him.","[""He brought him into his lodging."", ""He unharnessed the camels."", ""He gave straw to the camels."", ""He gave hay to the camels."", ""He gave water to wash his feet."", ""He gave water to wash the feet of the men that were with him.""]"
Genesis,24,33,"And bread was set before him. But he said: I will not eat, till I tell my message. He answered him: Speak.","[""Bread was set before him."", ""He said that he would not eat."", ""He conditioned his eating on delivering his message."", ""He said that he would tell his message."", ""He was answered to speak."", ""He was commanded to speak.""]"
Genesis,24,35,"And the Lord hath blessed my master wonderfully, and he is become great: and he hath given him sheep and oxen, silver and gold, men servants and women servants, camels and asses.","[""The Lord has blessed my master wonderfully."", ""My master has become great."", ""The Lord has given my master sheep."", ""The Lord has given my master oxen."", ""The Lord has given my master silver."", ""The Lord has given my master gold."", ""The Lord has given my master men servants."", ""The Lord has given my master women servants."", ""The Lord has given my master camels."", ""The Lord has given my master asses.""]"
Genesis,24,36,"And Sara, my master's wife, hath borne my master a son in her old age, and he hath given him all that he had.","[""Sara is my master's wife."", ""Sara bore my master a son."", ""Sara bore my master a son in her old age."", ""My master has given him all that he had.""]"
Genesis,24,38,"But thou shalt go to my father's house, and shalt take a wife of my own kindred for my son:","[""Abraham commanded his servant to go to Abraham's father's house."", ""Abraham commanded his servant to take a wife of Abraham's kindred for Abraham's son.""]"
Genesis,24,39,But I answered my master: What if the woman will not come with me?,"[""The speaker answered his master."", ""The speaker asked a question."", ""The speaker asked: What will happen if the woman will not come with me?""]"
Genesis,24,37,"And my master made me swear, saying: Thou shalt not take a wife for my son of the Chanaanites, in whose land I dwell:","[""The servant said that his master made him swear."", ""The servant reported his master's words."", ""The master commanded that the servant must not take a wife for his son."", ""The master specified that the wife must not be from the Canaanites."", ""The master stated that he dwells in the land of the Canaanites.""]"
Genesis,24,42,"And I came today to the well of water, and said: O Lord God of my master, Abraham, if thou hast prospered my way, wherein I now walk,","[""The speaker came to the well of water today."", ""The speaker prayed to the Lord God."", ""The speaker addressed the Lord God as the God of Abraham, his master."", ""The speaker asked that if God had prospered his way."", ""The speaker clarified that he was currently walking on that way.""]"
Genesis,24,40,"The Lord, said he, in whose sight I walk, will send his angel with thee, and will direct thy way: and thou shalt take a wife for my son of my own kindred, and of my father's house.","[""Abraham spoke to his servant."", ""Abraham said that the Lord will send his angel with the servant."", ""Abraham said that the Lord is the one in whose sight he walks."", ""Abraham said that the Lord will direct the servant's way."", ""Abraham commanded his servant to take a wife for his son."", ""Abraham commanded his servant to take a wife from his own kindred."", ""Abraham commanded his servant to take a wife from his father's house.""]"
Genesis,24,44,"And shall say to me: Both drink thou, and I will also draw for thy camels: let the same be the woman, whom the Lord hath prepared for my master's son.","[""The servant will say to the narrator, 'You drink.'"", ""The servant will say to the narrator, 'I will also draw water for your camels.'"", ""The servant hopes that the woman who offers a drink will be the woman that the Lord has prepared for his master's son.""]"
Genesis,24,43,"Behold, I stand by the well of water, and the virgin, that shall come out to draw water, who shall hear me say: Give me a little water to drink of thy pitcher:","[""The speaker said: Behold."", ""The speaker said: I stand by the well of water."", ""A virgin will come out to draw water."", ""The virgin will hear the speaker say something."", ""The speaker will say to the virgin: Give me a little water to drink from your pitcher.""]"
