book_name,chapter,verse,text,normalization
GEN,1,13,"And there was evening and there was morning, a third day.","[""Evening occurred."", ""Morning occurred."", ""The preceding sequence of evening and morning constituted the third day.""]"
GEN,1,14,"And God said: 'Let there be lights in the firmament of the heaven to divide the day from the night; and let them be for signs, and for seasons, and for days and years;","[""God said a command."", ""God commanded that lights should exist."", ""God commanded that these lights should be in the firmament of the heaven."", ""God commanded that these lights should divide the day from the night."", ""God commanded that these lights should be for signs."", ""God commanded that these lights should be for seasons."", ""God commanded that these lights should be for days."", ""God commanded that these lights should be for years.""]"
GEN,1,12,"And the earth brought forth grass, herb yielding seed after its kind, and tree bearing fruit, wherein is the seed thereof, after its kind; and God saw that it was good.","[""The earth brought forth grass."", ""The earth brought forth herb."", ""The herb yielded seed."", ""The herb yielded seed according to its kind."", ""The earth brought forth tree."", ""The tree bore fruit."", ""The seed of the tree was in its fruit."", ""The tree bore fruit according to its kind."", ""God observed these creations."", ""God determined that these creations were good.""]"
GEN,1,15,and let them be for lights in the firmament of the heaven to give light upon the earth.' And it was so.,"[""God commanded that the lights should exist in the firmament of the heaven."", ""God commanded that the lights should serve as lights."", ""God commanded that the lights should give light upon the earth."", ""God's command was fulfilled.""]"
GEN,1,7,"And God made the firmament, and divided the waters which were under the firmament from the waters which were above the firmament; and it was so.","[""God made the firmament."", ""There were waters under the firmament."", ""There were waters above the firmament."", ""God divided the waters which were under the firmament from the waters which were above the firmament."", ""The described events came to pass.""]"
GEN,1,11,"And God said: 'Let the earth put forth grass, herb yielding seed, and fruit-tree bearing fruit after its kind, wherein is the seed thereof, upon the earth.' And it was so.","[""God said a command."", ""God commanded that the earth should produce grass."", ""God commanded that the earth should produce herbs."", ""God commanded that these herbs should yield seed."", ""God commanded that the earth should produce fruit-trees."", ""God commanded that these fruit-trees should bear fruit."", ""God commanded that the fruit borne by these trees should be after their kind."", ""God commanded that the seed of the fruit-trees should be within their fruit."", ""God commanded that all these plants should be upon the earth."", ""God's command was fulfilled.""]"
GEN,1,20,"And God said: 'Let the waters swarm with swarms of living creatures, and let fowl fly above the earth in the open firmament of heaven.'","[""God uttered a command."", ""God commanded that the waters should swarm with swarms of living creatures."", ""God commanded that fowl should fly above the earth."", ""God commanded that fowl should fly in the open firmament of heaven.""]"
GEN,1,23,"And there was evening and there was morning, a fifth day.","[""There was evening."", ""There was morning."", ""This period constituted the fifth day.""]"
GEN,1,19,"And there was evening and there was morning, a fourth day.","[""Evening occurred."", ""Morning occurred."", ""The period comprising this evening and this morning constituted the fourth day.""]"
GEN,1,28,"And God blessed them; and God said unto them: 'Be fruitful, and multiply, and replenish the earth, and subdue it; and have dominion over the fish of the sea, and over the fowl of the air, and over every living thing that creepeth upon the earth.'","[""God blessed them."", ""God spoke to them."", ""God commanded them to be fruitful."", ""God commanded them to multiply."", ""God commanded them to replenish the earth."", ""God commanded them to subdue the earth."", ""God commanded them to have dominion over the fish of the sea."", ""God commanded them to have dominion over the fowl of the air."", ""God commanded them to have dominion over every living thing that creeps upon the earth.""]"
GEN,1,22,"And God blessed them, saying: 'Be fruitful, and multiply, and fill the waters in the seas, and let fowl multiply in the earth.'","[""God blessed them."", ""God said a command."", ""God commanded them to be fruitful."", ""God commanded them to multiply."", ""God commanded them to fill the waters in the seas."", ""God commanded fowl to multiply in the earth.""]"
GEN,1,17,"And God set them in the firmament of the heaven to give light upon the earth,","[""God set them in the firmament of the heaven."", ""They were to give light."", ""The light was to be upon the earth.""]"
GEN,1,24,"And God said: 'Let the earth bring forth the living creature after its kind, cattle, and creeping thing, and beast of the earth after its kind.' And it was so.","[""God said a command."", ""God commanded the earth to bring forth living creatures after their kind."", ""God commanded the earth to bring forth cattle."", ""God commanded the earth to bring forth creeping things."", ""God commanded the earth to bring forth beasts of the earth after their kind."", ""The command was fulfilled.""]"
GEN,1,25,"And God made the beast of the earth after its kind, and the cattle after their kind, and every thing that creepeth upon the ground after its kind; and God saw that it was good.","[""God made the beast of the earth after its kind."", ""God made the cattle after their kind."", ""God made every thing that creepeth upon the ground after its kind."", ""God saw that the beast of the earth, the cattle, and every thing that creepeth upon the ground were good.""]"
GEN,1,21,"And God created the great sea-monsters, and every living creature that creepeth, wherewith the waters swarmed, after its kind, and every winged fowl after its kind; and God saw that it was good.","[""God created the great sea-monsters."", ""God created every living creature that creeps according to its kind."", ""The waters swarmed with every living creature that creeps."", ""God created every winged fowl according to its kind."", ""God observed His creation."", ""God determined that His creation was good.""]"
GEN,2,1,"And the heaven and the earth were finished, and all the host of them.","[""The heaven was finished."", ""The earth was finished."", ""All the host of the heaven was finished."", ""All the host of the earth was finished.""]"
GEN,1,31,"And God saw every thing that He had made, and, behold, it was very good. And there was evening and there was morning, the sixth day.","[""God saw everything He had made."", ""Everything God had made was very good."", ""Evening came."", ""Morning came."", ""This sequence constituted the sixth day.""]"
GEN,1,26,"And God said: 'Let us make man in our image, after our likeness; and let them have dominion over the fish of the sea, and over the fowl of the air, and over the cattle, and over all the earth, and over every creeping thing that creepeth upon the earth.'","[""God spoke a proposal and a command."", ""God proposed to a divine plurality that man should be made."", ""God proposed that man should be made in the divine plurality's image."", ""God proposed that man should be made after the divine plurality's likeness."", ""God commanded that man should have dominion over the fish of the sea."", ""God commanded that man should have dominion over the fowl of the air."", ""God commanded that man should have dominion over the cattle."", ""God commanded that man should have dominion over all the earth."", ""God commanded that man should have dominion over every creeping thing that creeps upon the earth.""]"
GEN,2,6,"but there went up a mist from the earth, and watered the whole face of the ground.","[""A mist went up from the earth."", ""The mist watered the whole face of the ground.""]"
GEN,1,27,"And God created man in His own image, in the image of God created He him; male and female created He them.","[""God created humanity."", ""God created humanity in God's own image."", ""God created humanity as male."", ""God created humanity as female.""]"
GEN,1,18,"and to rule over the day and over the night, and to divide the light from the darkness; and God saw that it was good.","[""The lights were intended to rule over the day."", ""The lights were intended to rule over the night."", ""The lights were intended to divide the light from the darkness."", ""God saw that it was good.""]"
GEN,1,29,"And God said: 'Behold, I have given you every herb yielding seed, which is upon the face of all the earth, and every tree, in which is the fruit of a tree yielding seed — to you it shall be for food;","[""God spoke a declaration."", ""God uttered an attention-calling interjection ('Behold')."", ""God told humanity that He has performed an act of giving."", ""The first item God gave is every herb."", ""These herbs yield seed."", ""These herbs are upon the face of all the earth."", ""The second item God gave is every tree."", ""These trees contain fruit."", ""The fruit comes from a tree yielding seed."", ""God declared the purpose of these given items (herbs, trees, fruit)."", ""These items shall be for food."", ""These items shall be for humanity's food.""]"
GEN,1,30,"and to every beast of the earth, and to every fowl of the air, and to every thing that creepeth upon the earth, wherein there is a living soul, I have given every green herb for food.' And it was so.","[""God stated that He had given every green herb for food."", ""God stated that He had given this food to every beast of the earth which possesses a living soul."", ""God stated that He had given this food to every fowl of the air which possesses a living soul."", ""God stated that He had given this food to every creeping thing upon the earth which possesses a living soul."", ""The provisions God declared were fulfilled.""]"
GEN,2,5,"No shrub of the field was yet in the earth, and no herb of the field had yet sprung up; for the LORD God had not caused it to rain upon the earth, and there was not a man to till the ground;","[""A shrub of the field was not yet in the earth."", ""An herb of the field had not yet sprung up."", ""The LORD God had not caused rain upon the earth."", ""No man existed to till the ground.""]"
GEN,2,12,and the gold of that land is good; there is bdellium and the onyx stone.,"[""The gold of that land is good."", ""Bdellium is in that land."", ""The onyx stone is in that land.""]"
GEN,2,7,"Then the LORD God formed man of the dust of the ground, and breathed into his nostrils the breath of life; and man became a living soul.","[""Then the LORD God formed man from the dust of the ground."", ""Then the LORD God breathed the breath of life into man's nostrils."", ""Then man became a living soul.""]"
GEN,2,8,"And the LORD God planted a garden eastward, in Eden; and there He put the man whom He had formed.","[""The LORD God planted a garden."", ""The garden was located eastward."", ""The garden was located in Eden."", ""The LORD God put the man in the garden."", ""The LORD God had formed the man.""]"
GEN,2,11,"The name of the first is Pishon; that is it which compasseth the whole land of Havilah, where there is gold;","[""The name of the first is Pishon."", ""Pishon compasses the whole land of Havilah."", ""There is gold in the land of Havilah.""]"
GEN,2,13,And the name of the second river is Gihon; the same is it that compasseth the whole land of Cush.,"[""The second river is named Gihon."", ""The river Gihon encompasses the whole land of Cush.""]"
GEN,2,14,And the name of the third river is Tigris; that is it which goeth toward the east of Asshur. And the fourth river is the Euphrates.,"[""The third river is named Tigris."", ""The Tigris river flows toward the east of Asshur."", ""The fourth river is named Euphrates.""]"
GEN,2,4,"These are the generations of the heaven and of the earth when they were created, in the day that the LORD God made earth and heaven.","[""This text describes the generations of the heaven."", ""This text describes the generations of the earth."", ""The heaven was created."", ""The earth was created."", ""These generations are related to the creation of the heaven."", ""These generations are related to the creation of the earth."", ""The LORD God made the earth."", ""The LORD God made the heaven."", ""The LORD God made the earth on a specific day."", ""The LORD God made the heaven on a specific day."", ""This specific day is when the earth was created."", ""This specific day is when the heaven was created.""]"
GEN,2,10,"And a river went out of Eden to water the garden; and from thence it was parted, and became four heads.","[""A river went out of Eden."", ""The river watered the garden."", ""From the point where it went out of Eden, the river was parted."", ""The river became four heads.""]"
GEN,2,15,"And the LORD God took the man, and put him into the garden of Eden to dress it and to keep it.","[""The LORD God took the man."", ""The LORD God put the man into the garden of Eden."", ""The man was to dress the garden of Eden."", ""The man was to keep the garden of Eden.""]"
GEN,2,19,"And out of the ground the LORD God formed every beast of the field, and every fowl of the air; and brought them unto the man to see what he would call them; and whatsoever the man would call every living creature, that was to be the name thereof.","[""The LORD God formed every beast of the field."", ""The LORD God formed every beast of the field out of the ground."", ""The LORD God formed every fowl of the air."", ""The LORD God formed every fowl of the air out of the ground."", ""The LORD God brought every beast of the field to the man."", ""The LORD God brought every fowl of the air to the man."", ""The LORD God brought the creatures to the man to observe."", ""The LORD God wanted to see what the man would call the creatures."", ""Whatever name the man would give to a living creature would become its name.""]"
GEN,2,22,"And the rib, which the LORD God had taken from the man, made He a woman, and brought her unto the man.","[""The LORD God had taken a rib from the man."", ""The LORD God made a woman from the rib."", ""The LORD God brought the woman to the man.""]"
GEN,2,20,"And the man gave names to all cattle, and to the fowl of the air, and to every beast of the field; but for Adam there was not found a help meet for him.","[""The man gave names to all cattle."", ""The man gave names to the fowl of the air."", ""The man gave names to every beast of the field."", ""A suitable helper was not found for Adam.""]"
GEN,2,18,And the LORD God said: 'It is not good that the man should be alone; I will make him a help meet for him.',"[""The LORD God spoke."", ""The LORD God stated that it is not good for the man to be alone."", ""The LORD God declared His intention to make a helper for the man."", ""This helper would be suitable for the man.""]"
GEN,2,21,"And the LORD God caused a deep sleep to fall upon the man, and he slept; and He took one of his ribs, and closed up the place with flesh instead thereof.","[""The LORD God caused a deep sleep to fall upon the man."", ""The man slept."", ""The LORD God took one of the man's ribs."", ""The LORD God closed up the place where the rib had been removed."", ""The LORD God used flesh to close up that place.""]"
GEN,2,2,And on the seventh day God finished His work which He had made; and He rested on the seventh day from all His work which He had made.,"[""God had made His work."", ""On the seventh day, God finished this work."", ""On the seventh day, God rested from all this work.""]"
GEN,2,25,"And they were both naked, the man and his wife, and were not ashamed.","[""The man was naked."", ""The wife was naked."", ""The man was not ashamed."", ""The wife was not ashamed.""]"
GEN,2,16,"And the LORD God commanded the man, saying: 'Of every tree of the garden thou mayest freely eat;","[""The LORD God commanded the man."", ""The LORD God uttered a command to the man."", ""The LORD God commanded the man that he may eat from every tree of the garden."", ""The LORD God commanded the man that he may eat freely.""]"
GEN,2,9,"And out of the ground made the LORD God to grow every tree that is pleasant to the sight, and good for food; the tree of life also in the midst of the garden, and the tree of the knowledge of good and evil.","[""The LORD God made every tree grow that was pleasant to the sight and good for food."", ""These trees grew out of the ground."", ""The LORD God made the tree of life grow."", ""The tree of life grew out of the ground."", ""The tree of life was in the midst of the garden."", ""The LORD God made the tree of the knowledge of good and evil grow."", ""The tree of the knowledge of good and evil grew out of the ground.""]"
GEN,3,1,"Now the serpent was more subtle than any beast of the field which the LORD God had made. And he said unto the woman: 'Yea, hath God said: Ye shall not eat of any tree of the garden?'","[""The serpent was subtle."", ""The serpent was more subtle than any beast of the field."", ""The LORD God had made all beasts of the field."", ""The serpent spoke to the woman."", ""The serpent asked the woman a question."", ""The serpent asked the woman if God had commanded them not to eat from any tree of the garden.""]"
GEN,2,23,"And the man said: 'This is now bone of my bones, and flesh of my flesh; she shall be called Woman, because she was taken out of Man.'","[""The man uttered an assertion."", ""The man asserted that she is now bone of his bones."", ""The man asserted that she is now flesh of his flesh."", ""The man declared that she shall be called Woman."", ""The man asserted that she was taken out of Man.""]"
GEN,2,3,"And God blessed the seventh day, and hallowed it; because that in it He rested from all His work which God in creating had made.","[""God blessed the seventh day."", ""God hallowed the seventh day."", ""God rested on the seventh day."", ""God rested from all of His work."", ""God had made this work."", ""God had made this work by creating."", ""The reason God blessed the seventh day was that God rested on it from all His work which God had made by creating."", ""The reason God hallowed the seventh day was that God rested on it from all His work which God had made by creating.""]"
GEN,3,4,And the serpent said unto the woman: 'Ye shall not surely die;,"[""The serpent spoke to the woman."", ""The serpent asserted that they (the woman and Adam) would not certainly die.""]"
GEN,3,7,"And the eyes of them both were opened, and they knew that they were naked; and they sewed fig-leaves together, and made themselves girdles.","[""The eyes of Adam and Eve were opened."", ""Adam and Eve knew that they were naked."", ""Adam and Eve sewed fig-leaves together."", ""Adam and Eve made girdles for themselves.""]"
GEN,2,17,"but of the tree of the knowledge of good and evil, thou shalt not eat of it; for in the day that thou eatest thereof thou shalt surely die.'","[""God commanded Adam not to eat from the tree of the knowledge of good and evil."", ""God stated the reason for this command to Adam."", ""God stated that if Adam eats from the tree of the knowledge of good and evil, Adam will surely die.""]"
GEN,3,6,"And when the woman saw that the tree was good for food, and that it was a delight to the eyes, and that the tree was to be desired to make one wise, she took of the fruit thereof, and did eat; and she gave also unto her husband with her, and he did eat.","[""The woman saw the tree."", ""The woman perceived that the tree was good for food."", ""The woman perceived that the tree was a delight to the eyes."", ""The woman perceived that the tree was desirable."", ""The woman perceived that the tree was desirable for making one wise."", ""The woman took fruit from the tree."", ""The woman ate the fruit."", ""The woman gave fruit to her husband."", ""Her husband was with her."", ""Her husband ate the fruit.""]"
GEN,3,2,And the woman said unto the serpent: 'Of the fruit of the trees of the garden we may eat;,"[""The woman uttered an assertion to the serpent."", ""The woman asserted that she and the man were permitted to eat fruit."", ""The woman asserted that this fruit originated from trees."", ""The woman asserted that these trees were located in the garden.""]"
GEN,3,9,"And the LORD God called unto the man, and said unto him: 'Where art thou?'","[""The LORD God called to the man."", ""The LORD God said a question."", ""The LORD God asked the man where he was.""]"
GEN,3,11,"And He said: 'Who told thee that thou wast naked? Hast thou eaten of the tree, whereof I commanded thee that thou shouldest not eat?'","[""God asked Adam who told him that he was naked."", ""God asked Adam if he had eaten from the tree."", ""God had commanded Adam that he should not eat from that tree.""]"
GEN,3,3,"but of the fruit of the tree which is in the midst of the garden, God hath said: Ye shall not eat of it, neither shall ye touch it, lest ye die.'","[""There is a tree."", ""The tree is located in the midst of the garden."", ""The tree bears fruit."", ""God spoke concerning this particular fruit."", ""God commanded his audience (plural 'ye') not to eat the fruit."", ""God commanded his audience (plural 'ye') not to touch the fruit."", ""God warned his audience that if they eat the fruit, they will die."", ""God warned his audience that if they touch the fruit, they will die.""]"
GEN,3,13,"And the LORD God said unto the woman: 'What is this thou hast done?' And the woman said: 'The serpent beguiled me, and I did eat.'","[""The LORD God asked the woman what she had done."", ""The woman stated that the serpent beguiled her."", ""The woman stated that she ate.""]"
GEN,3,5,"for God doth know that in the day ye eat thereof, then your eyes shall be opened, and ye shall be as God, knowing good and evil.'","[""The serpent asserted that God knows what will happen if Adam and Eve eat from the tree."", ""The serpent asserted that if Adam and Eve eat from the tree, their eyes will be opened."", ""The serpent asserted that if Adam and Eve eat from the tree, they will be like God."", ""The serpent asserted that being like God involves knowing good and evil.""]"
GEN,3,10,"And he said: 'I heard Thy voice in the garden, and I was afraid, because I was naked; and I hid myself.'","[""He made a statement."", ""He stated that he heard God's voice."", ""He stated that this hearing took place in the garden."", ""He stated that he was afraid."", ""He stated that he was naked."", ""He stated that his nakedness was the reason for his fear."", ""He stated that he hid himself.""]"
GEN,3,16,"Unto the woman He said: 'I will greatly multiply thy pain and thy travail; in pain thou shalt bring forth children; and thy desire shall be to thy husband, and he shall rule over thee.'","[""God declared to the woman that He would greatly multiply her pain."", ""God declared to the woman that He would greatly multiply her travail."", ""God declared to the woman that she would bring forth children in pain."", ""God declared to the woman that her desire would be to her husband."", ""God declared to the woman that her husband would rule over her.""]"
GEN,3,15,"And I will put enmity between thee and the woman, and between thy seed and her seed; they shall bruise thy head, and thou shalt bruise their heel.'","[""God states that He will put enmity between the serpent and the woman."", ""God states that He will put enmity between the serpent's seed and the woman's seed."", ""God states that the woman's seed will bruise the serpent's head."", ""God states that the serpent will bruise the woman's seed's heel.""]"
GEN,3,12,"And the man said: 'The woman whom Thou gavest to be with me, she gave me of the tree, and I did eat.'","[""The man spoke to God."", ""The man stated that God had given the woman to him."", ""The man stated that God had given the woman to him for her to be with him."", ""The man stated that the woman gave him fruit from the tree."", ""The man stated that he ate the fruit.""]"
GEN,3,8,And they heard the voice of the LORD God walking in the garden toward the cool of the day; and the man and his wife hid themselves from the presence of the LORD God amongst the trees of the garden.,"[""The man and his wife heard the LORD God."", ""The LORD God was walking in the garden."", ""The man and his wife heard the LORD God walking."", ""This event occurred toward the cool of the day."", ""The man hid himself."", ""The wife hid herself."", ""They hid from the presence of the LORD God."", ""They hid among the trees."", ""The trees were in the garden.""]"
GEN,3,14,"And the LORD God said unto the serpent: 'Because thou hast done this, cursed art thou from among all cattle, and from among all beasts of the field; upon thy belly shalt thou go, and dust shalt thou eat all the days of thy life.","[""The LORD God spoke a curse to the serpent."", ""The LORD God stated that the serpent was being cursed because it had performed a specific action."", ""The LORD God cursed the serpent more than all cattle."", ""The LORD God cursed the serpent more than all beasts of the field."", ""The LORD God declared that the serpent would go upon its belly."", ""The LORD God declared that the serpent would eat dust."", ""The LORD God declared that the serpent would eat dust for all the days of its life.""]"
GEN,3,18,Thorns also and thistles shall it bring forth to thee; and thou shalt eat the herb of the field.,"[""God declared that the ground would bring forth thorns to Adam."", ""God declared that the ground would bring forth thistles to Adam."", ""God declared that Adam would eat the herb of the field.""]"
GEN,3,20,And the man called his wife's name Eve; because she was the mother of all living.,"[""The man called his wife's name Eve."", ""She was the mother of all living."", ""Her being the mother of all living was the reason the man called her Eve.""]"
GEN,3,21,"And the LORD God made for Adam and for his wife garments of skins, and clothed them.","[""The LORD God made garments of skins."", ""The LORD God made these garments for Adam."", ""The LORD God made these garments for his wife."", ""The LORD God clothed Adam."", ""The LORD God clothed his wife.""]"
GEN,3,24,"So He drove out the man; and He placed at the east of the garden of Eden the cherubim, and the flaming sword which turned every way, to keep the way to the tree of life.","[""He drove out the man."", ""He placed the cherubim at the east of the garden of Eden."", ""He placed the flaming sword at the east of the garden of Eden."", ""The flaming sword turned every way."", ""The cherubim were placed to keep the way to the tree of life."", ""The flaming sword was placed to keep the way to the tree of life.""]"
GEN,4,2,"And again she bore his brother Abel. And Abel was a keeper of sheep, but Cain was a tiller of the ground.","[""Eve bore Abel."", ""Abel was Cain's brother."", ""This birth was a subsequent birth by Eve."", ""Abel was a keeper of sheep."", ""Cain was a tiller of the ground.""]"
GEN,3,17,"And unto Adam He said: 'Because thou hast hearkened unto the voice of thy wife, and hast eaten of the tree, of which I commanded thee, saying: Thou shalt not eat of it; cursed is the ground for thy sake; in toil shalt thou eat of it all the days of thy life.","[""God addressed Adam."", ""God stated that Adam had listened to his wife's voice."", ""God stated that Adam had eaten from the tree."", ""God stated that He had previously commanded Adam not to eat from that tree."", ""God declared that the ground is cursed because of Adam."", ""God declared that Adam would eat from the ground."", ""God declared that Adam would eat from the ground in toil."", ""God declared that Adam would eat in toil for all the days of his life.""]"
GEN,2,24,"Therefore shall a man leave his father and his mother, and shall cleave unto his wife, and they shall be one flesh.","[""Therefore, God ordains that a man shall leave his father."", ""God ordains that a man shall leave his mother."", ""God ordains that a man shall cleave unto his wife."", ""God declares that the man and his wife shall be one flesh.""]"
GEN,4,5,"but unto Cain and to his offering He had not respect. And Cain was very wroth, and his countenance fell.","[""God did not respect Cain."", ""God did not respect Cain's offering."", ""Cain became very angry."", ""Cain's face became dejected.""]"
GEN,4,6,And the LORD said unto Cain: 'Why art thou wroth? and why is thy countenance fallen?,"[""The LORD asked Cain why he was wroth."", ""The LORD asked Cain why his countenance had fallen.""]"
GEN,3,23,"Therefore the LORD God sent him forth from the garden of Eden, to till the ground from whence he was taken.","[""The LORD God sent the man forth."", ""The man was sent forth from the Garden of Eden."", ""The purpose of the LORD God sending the man forth was for him to till the ground."", ""The ground the man was to till was the ground from which he had been taken."", ""The LORD God's sending of the man was a consequence of prior events.""]"
GEN,4,4,"And Abel, he also brought of the firstlings of his flock and of the fat thereof. And the LORD had respect unto Abel and to his offering;","[""Abel brought some firstborn animals from his flock."", ""Abel brought some fat from these firstborn animals."", ""The LORD showed favor to Abel."", ""The LORD showed favor to Abel's offering.""]"
GEN,4,1,"And the man knew Eve his wife; and she conceived and bore Cain, and said: 'I have gotten a man with the help of the LORD.'","[""The man had sexual relations with Eve, his wife."", ""Eve became pregnant."", ""Eve gave birth to Cain."", ""Eve said a statement."", ""Eve stated that she had gotten a male child."", ""Eve stated that she had gotten this male child with the help of the LORD.""]"
GEN,4,3,"And in process of time it came to pass, that Cain brought of the fruit of the ground an offering unto the LORD.","[""Some time passed."", ""Cain brought an offering."", ""The offering consisted of fruit."", ""The fruit came from the ground."", ""Cain brought the offering to the LORD.""]"
GEN,3,19,"In the sweat of thy face shalt thou eat bread, till thou return unto the ground; for out of it wast thou taken; for dust thou art, and unto dust shalt thou return.'","[""God said to Adam that he would eat bread."", ""God said to Adam that this eating would come with the sweat of his face."", ""God said to Adam that this condition would last until he returned to the ground."", ""God gave Adam a reason for his return to the ground: Adam was taken out of the ground."", ""God gave Adam another reason for his return to the ground: Adam is dust."", ""God said to Adam that he would return to dust.""]"
GEN,4,8,"And Cain spoke unto Abel his brother. And it came to pass, when they were in the field, that Cain rose up against Abel his brother, and slew him.","[""Cain spoke to Abel."", ""Abel was Cain's brother."", ""Cain and Abel were in the field."", ""Cain rose up against Abel."", ""Abel was Cain's brother."", ""Cain slew Abel.""]"
GEN,3,22,"And the LORD God said: 'Behold, the man is become as one of us, to know good and evil; and now, lest he put forth his hand, and take also of the tree of life, and eat, and live for ever.'","[""The LORD God spoke to an audience."", ""The LORD God called for the audience's attention."", ""The LORD God asserted that the man has become like one of them."", ""The LORD God asserted that the man now knows good and evil."", ""The LORD God expressed a current concern to the audience."", ""The LORD God expressed concern that the man might put forth his hand."", ""The LORD God expressed concern that the man might take from the tree of life."", ""The LORD God noted that this taking would be an additional action by the man."", ""The LORD God expressed concern that the man might eat from the tree of life."", ""The LORD God expressed concern that the man might live forever.""]"
GEN,4,10,And He said: 'What hast thou done? the voice of thy brother's blood crieth unto Me from the ground.,"[""God asked Cain what he had done."", ""God stated that Cain's brother's blood had a voice."", ""God stated that this voice cried out to Him."", ""God stated that this crying came from the ground.""]"
GEN,4,11,"And now cursed art thou from the ground, which hath opened her mouth to receive thy brother's blood from thy hand.","[""God declares that Cain is now cursed."", ""God declares that this curse originates from the ground."", ""God declares that the ground had opened its mouth."", ""God declares that the ground opened its mouth to receive Cain's brother's blood."", ""God declares that Cain's hand was the source of his brother's blood.""]"
GEN,4,13,And Cain said unto the LORD: 'My punishment is greater than I can bear.,"[""Cain said to the LORD that his punishment was greater than he could bear.""]"
GEN,4,19,"And Lamech took unto him two wives; the name of one was Adah, and the name of the other Zillah.","[""Lamech took two wives for himself."", ""The name of one wife was Adah."", ""The name of the other wife was Zillah.""]"
GEN,4,18,And unto Enoch was born Irad; and Irad begot Mehujael; and Mehujael begot Methushael; and Methushael begot Lamech.,"[""Irad was born to Enoch."", ""Irad was the father of Mehujael."", ""Mehujael was the father of Methushael."", ""Methushael was the father of Lamech.""]"
GEN,4,12,"When thou tillest the ground, it shall not henceforth yield unto thee her strength; a fugitive and a wanderer shalt thou be in the earth.'","[""God declared to Cain that when Cain tills the ground, it would not yield its strength to him from that time forward."", ""God declared to Cain that Cain would be a fugitive in the earth."", ""God declared to Cain that Cain would be a wanderer in the earth.""]"
GEN,4,16,"And Cain went out from the presence of the LORD, and dwelt in the land of Nod, on the east of Eden.","[""Cain went out from the presence of the LORD."", ""Cain dwelt in the land of Nod."", ""The land of Nod was located to the east of Eden.""]"
GEN,4,7,"If thou doest well, shall it not be lifted up? and if thou doest not well, sin coucheth at the door; and unto thee is its desire, but thou mayest rule over it.'","[""God asked Cain if his countenance would not be lifted up, if he does well."", ""God asserted to Cain that if he does not do well, sin is crouching at the door."", ""God asserted to Cain that sin's desire is directed towards Cain."", ""God asserted to Cain that he has the ability to rule over sin.""]"
GEN,4,15,"And the LORD said unto him: 'Therefore whosoever slayeth Cain, vengeance shall be taken on him sevenfold.' And the LORD set a sign for Cain, lest any finding him should smite him.","[""The LORD spoke to Cain."", ""The LORD stated a protective decree."", ""The LORD declared that if anyone slays Cain, vengeance would be taken on that person sevenfold."", ""The LORD placed a sign for Cain."", ""The LORD placed the sign to prevent anyone who found Cain from striking him.""]"
GEN,4,17,"And Cain knew his wife; and she conceived, and bore Enoch; and he builded a city, and called the name of the city after the name of his son Enoch.","[""Cain had sexual relations with his wife."", ""His wife conceived."", ""His wife bore a son."", ""The son's name was Enoch."", ""Cain built a city."", ""Cain named the city."", ""The city's name was Enoch."", ""The city was named after Cain's son.""]"
GEN,4,20,And Adah bore Jabal; he was the father of such as dwell in tents and have cattle.,"[""Adah bore Jabal."", ""Jabal was the father of those who dwell in tents."", ""Jabal was the father of those who have cattle.""]"
