Isa.26.20#06=Q(K)	דְּלָתְ/ךָ֖	de.la.tei./kha	door/ your	{H1817B}/H9021	HNcfsc/Sp2ms	K= de.la.tei./kha (דְּלָתֶי/ךָ) "doors/ your" (H1817B/H9021=HNcbdc/Sp2ms)	L= דְּלָתְי/ךָ֖ ¦ ;	H1817B			{H1817B=דָּלָה=door}/H9021=Ps2m=your					
Isa.28.15#11=Q(K)	שׁ֣וֹט	shit	a scourge	{H7752}	HNcmsa	K= shit (שִׁיט) "an oar" (H7885=HNcbsa)	L= שֹׁ֣יט ¦ ;	H7752	H7885		{H7752=שׁוֹט=whip}					
Isa.28.15#14=Q(K)	יַֽעֲבֹר֙	a.var	it will pass by	{H5674A}	HVqi3ms	K= a.var (עָבַר) "it has passed by" (H5674A=HVqp3ms)	L= ַֽעֲבֹר֙ ¦ ;	H5674A			{H5674A=עָבַר=: pass»to pass:1_pass}					
Isa.29.11#13=Q(K)	סֵ֛פֶר	se.fer	writing	{H5612H}	HNcmsa	K= ha./se.fer (הַ/סֵּפֶר) "the/ scroll" (H9009/H5612H=HTd/Ncbsa)	L= ה/סֵ֛פֶר ¦ ;	H5612H_B			{H5612H=סֵ֫פֶר=: book»scroll:2_book}					
Isa.30.5#02=Q(K)	הֹבִ֔ישׁ	hiv.'ish	he will be ashamed	{H0954}	HVhp3ms	K= hiv.'ish (הִבְאִישׁ) "he will be odious" (H0887=HVhp3ms)	L= הֹבִ֔אִישׁ ¦ ;	H0954	H0887, H3001		{H0954=בּוֹשׁ=be ashamed}					
Isa.30.32#15=Q(K)	בָּֽ/ם\׃	ba/m	against/ them	H9003/{H9038}\H9016	HR/Sp3mp	K= ba/h (בָּ/הּ\׃) "against/ it" (H9003/H9034\H9016=HR/Sp3fs)	L= בָּֽ/ה\׃ ¦ ;	H9038	H9034		H9003=ב=in/{H9038=Op3m=them}\H9016=׃=verseEnd					
Isa.30.33#06=Q(K)	הִ֛יא	hu'	it	{H1931}	HPp3fs	K= hu' (הוּא) "it" (H1931=HPp3ms)	L= הִ֛וא ¦ ;	H1931			{H1931=הוּא=he;_she;_it}					
Isa.32.7#08=Q(K)	עֲנִיִּים֙	a.na.vim	afflicted [people]	{H6041}	HAampa	K= a.na.vim (עֲנָוִים) "humble [people]" (H6035=HAampa)	L= עֲנִוִּים֙ ¦ ;	H6041	H6035		{H6041=עָנִי=afflicted}					
Isa.32.15#09=Q(K)	וְ/הַ/כַּרְמֶ֖ל	ve./ha./khar.mel	and/ the/ orchard	H9002/H9009/{H3759}	HC/Td/Ncmsa	K= ve./khar.mel (וְ/כַרְמֶל) "and/ an orchard" (H9002/H3759=HC/Ncbsa)	L= וְַ/כַּרְמֶ֖ל ¦ ;	H3759_B			H9002=ו=and/H9009=ה=the/{H3759=כַּרְמֶל=plantation}					
Isa.36.12#21=Q(K)	צוֹאָתָ֗/ם	char.'ei./hem	own excrement/ their	{H6675}/H9028	HNcfsc/Sp3mp	K= char.'ei./hem (חַרְאֵי/הֶם) "own dung<s>/ their" (H2716/H9028=HNcbdc/Sp3mp)	L= חֹרָאי/הָ֗ם ¦ ;	H6675	H2716		{H6675=צֹאָה=filth}/H9028=Pp3m=their					
Isa.36.12#24=Q(K)	מֵימֵ֥י/ /רַגְלֵי/הֶ֖ם	mei.mei/ /rag.lei./hem	[the] water of/ /feet/ their	{H4325G}/ /{H7272}/H9028	HNcmpc//Ncfdc/Sp3mp	K= shei.nei./hem (שֵׁינֵי/הֶם) "own urine<s>/ their" (H7890/H9028=HNcbdc/Sp3mp)	L= שֵׁיֵ֥נַיְֵ/הֶ֖ם ¦ ;	H4325G, H7272	H7890		{H4325G=מַי=water}/ /{H7272=רֶ֫גֶל=foot}/H9028=Pp3m=their					
Isa.37.30#16=Q(K)	וְ/אִכְל֥וּ	ve./'a.khol	and/ eat	H9002/{H0398}	HC/Vqv2mp	K= ve./'a.khol (וֶ/אֱכוֹל) "and/ eat" (H9002/H0398=HC/Vqv2ms)	L= וְ/אִכְולֻ֥ ¦ ;	H0398_B			H9002=ו=and/{H0398=אָכַל=to eat}					
Isa.39.2#07=Q(K)	נְכֹת֡/וֹ	ne.kho.t/o	treasure/ his	{H5238}/H9023	HNcfsc/Sp3ms	K= ne.kho.ta/h (נְכֹתָ/ה) "treasure/ his" (H5238/H9023=HNcbsc/Sp3ms)	L= נְכֹתֹ֡/ה ¦ ;	H5238			{H5238=נְכֹת=treasure}/H9023=Ps3m=his					
Isa.41.23#12=Q(K)	וְ/נִרְאֶ֥ה	ve./ne.re	so/ let us see	H9002/{H7200L}	HC/Vqc1cp	K= ve./ne.re' (וְ/נִרָא) "so/ we may see" (H9002/H7200L=HC/Vqc1up)	L= וְ/נִרְאֶ֥ ¦ ;	H7200L			H9002=ו=and/{H7200L=רָאָה=: seer»to see:6_seer;_visions;_appear}					
Isa.42.20#01=Q(K)	רָא֥וֹת	ra.'i.ta	you have seen	{H7200G}	HVqaa	K= ra.'i.ta (רָאִיתָ) "you have caused to see" (H7200G=HVhaa)	L= רָאֹ֥ית ¦ ;	H7200G			{H7200G=רָאָה=: see»to see:1_see;_show}					
Isa.42.24#03=Q(K)	לִ/מְשִׁסָּ֧ה	li/m.sho.seh	to/ plunder	H9005/{H4933}	HR/Ncfsa	K= li/m.sho.seh (לִ/מְשׁוֹסֶה) "to/ spoil" (H9005/H4882=HR/Ncfsa)	L= לִ/מְשִׁוסָּ֧ה ¦ ;	H4933	H4882		H9005=ל=to/{H4933=מְשִׁסָּה=plunder}					
Isa.44.24#16=Q(K)		[ ]	[ ]			K= mi (מִי) "who [was]?" (H4310=HPi)	L= מֵי ¦ ;		H4310, H4325G							
Isa.44.24#17=Q(K)	מֵ/אִתִּֽ/י\׃	ma./'i.t/i	from <the>/ with/ myself	H9006/{H0854}/H9030\H9016	HRd/R/Sp1bs	K= 'i.t/i (אִתִּ/י\׃) "with/ me" (H0854/H9030\H9016=HR/Sp1bs)	L= אִתִּֽ/י\׃ ¦ ;	H0854			H9006=מ=from/{H0854=אֵת=with}/H9030=Os1c=me\H9016=׃=verseEnd					
Isa.45.2#05=Q(K)	אֲיַשֵּׁ֑ר	'o.shir	I will make smooth	{H3474}	HVpi1cs	K= 'o.shir (אוֹשִׁר) "I will make smooth" (H3474=HVhi1cs)	L= אֲוַשֵּׁ֑ר ¦ ;	H3474			{H3474=יָשַׁר=to smooth}					
Isa.46.11#07=Q(K)	עֲצָתִ֑/י	a.tza.t/i	purpose/ my	{H6098}/H9020	HNcfsc/Sp1bs	K= a.tza.t/ov (עֲצָת/וֹ) "purpose/ his" (H6098/H9023=HNcfsc/Sp3ms)	L= עֲצָתִ֑/ו ¦ ;	H6098			{H6098=עֵצָה=counsel}/H9020=Ps1c=my					
Isa.47.13#07=Q(K)	הֹבְרֵ֣י	ha.ve.ru	[those who] divide	{H1895}	HVqrmpc	K= ha.ve.ru (הָבְרוּ) "they have divided" (H1895=HVqp3cp)	L= הֹבְרֵ֣ו ¦ ;	H1895			{H1895=הָבַר=to divide}					
Isa.49.5#12=Q(K)	ל֣/וֹ	l/o	to/ him	H9005/{H9033}	HR/Sp3ms	K= lo' (לֹא) "not" (H3808=HTn)	L= לֹ֣א ¦ ;	H9033_b	H3808		H9005=ל=to/{H9033=Os3m=him}					
Isa.49.6#10=Q(K)	וּ/נְצוּרֵ֥י	u./ne.tzi.rei	and/ [the] preserved [ones] of	H9002/{H5341}	HC/Vqsmpc	K= u./ne.tzi.rei (וּ/נְצִירֵי) "and/ [the] preserved [ones] of" (H9002/H5336=HC/Aampc)	L= וּ/נְציּרֵ֥י ¦ ;	H5341	H5336		H9002=ו=and/{H5341=נָצַר=to watch}					
Isa.49.13#05=Q(K)	וּ/פִצְח֥וּ	vu/f.tze.chu	and/ break forth	H9002/{H6476}	HC/Vqv2mp	K= yif.tze.chu (יִפְצְחוּ) "let them break forth" (H6476=HVqi3mp)	L= יּפִצְח֥וּ ¦ ;	H6476			H9002=ו=and/{H6476=פָּצַח=to break out}					
Isa.52.2#06=Q(K)	הִֽתְפַּתְּחִי֙	hit.pa.te.chu	loosen for yourself	{H6605A}	HVtv2fs	K= hit.pa.te.chu (הִתְפַּתְּחוּ) "loosen for yourselves" (H6605A=HVtv2mp)	L= הִֽתְפַּתְּחִו֙ ¦ ;	H6605A			{H6605A=פָּתַח=to open}					
Isa.52.5#02=Q(K)	מַה\־	mi-	what?	{H4100}\H9014	HPi	K= mi- (מִי\־) "who?" (H4310\H9014=HPi)	L= מַי\־ ¦ ;	H4100	H4310		{H4100=מָה=what?}\H9014=־=link					
Isa.52.5#11=Q(K)	מֹשְׁלָ֤י/ו	mo.she.lo/v	rulers/ its	{H4910}/H9033	HVqrmpc/Sp3ms	K= mo.she.lo/v (מֹשְׁל/וֹ) "ruler/ its" (H4910/H9033=HVqrmsc/Sp3ms)	L= מֹשְׁל/וֹ ¦ ;	H4910			{H4910=מָשַׁל=to rule}/H9033=Os3m=him					
Isa.54.16#01=Q(K)	הִנֵּ֤ה	hen	here!	{H2009}	HTj	K= hen (הֵן) "here!" (H2005=HTj)	L= הִןֵּ֤ ¦ ;	H2009	H2005		{H2009=הִנֵּה=behold}					
Isa.55.13#05=Q(K)	וְ/תַ֥חַת	ve./ta.chat	and/ in place of	H9002/{H8478H}	HC/Ncmsc	K= ta.chat (תַּחַת) "in place of" (H8478H=HNcbsc)	L= ְתַ֥חַת ¦ ;	H8478H_B			H9002=ו=and/{H8478H=תַּחַת=: instead»underneath:2_instead;_in_place;_exchange}					
Isa.56.10#01=Q(K)	צֹפָ֞י/ו	tza.fi/u	watchmen/ its	{H6822}/H9033	HVqrmpc/Sp3ms	K= tza.fu (צָפוּ) "they have watched" (H6822=HVqp3cp)	L= צֹפָ֞ו ¦ ;	H6822			{H6822=צָפָה=to watch}/H9033=Os3m=him					
Isa.57.19#02=Q(K)	נִ֣יב	nuv	[the] fruit	{H5108B}	HNcmsa	K= nuv (נוּב) "[the] fruit" (H5108A=HNcbsa)	L= נִ֣וב ¦ ;	H5108B	H5108A		{H5108B=נִיב=fruit}					
Isa.60.21#08=Q(K)	מַטָּעַ֛/י	ma.ta.'/i	planting<s>/ my	{H4302}/H9020	HNcmpc/Sp1bs	K= ma.ta.'o/v (מַטָּע/וֹ) "planting/ his" (H4302/H9023=HNcbsc/Sp3ms)	L= מַטָּעַ֛/ו ¦ ;	H4302			{H4302=מַטָּע=plantation}/H9020=Ps1c=my					
Isa.62.3#06=Q(K)	וּ/צְנִ֥יף	u./tze.nof	and/ a headdress of	H9002/{H6797}	HC/Ncmsc	K= u./tze.nof (וּ/צְנוֹף) "and/ a headdress of" (H9002/H6797=HC/Ncbsc)	L= וּ/צְנִ֥וף ¦ ;	H6797			H9002=ו=and/{H6797=צָנִיף=turban}					
Isa.63.9#03=Q(K)	ל֣/וֹ	l/o	[belonged] to/ him	H9005/{H9033}	HR/Sp3ms	K= lo' (לֹא) "not" (H3808=HTn)	L= לֹ֣א ¦ ;	H9033	H3808		H9005=ל=to/{H9033=Os3m=him}					
Isa.65.4#08=Q(K)	וּ/מְרַ֥ק	u./fe.rak	and/ broth of	H9002/{H4839}	HC/Ncmsc	K= u./fe.rak (וּ/פְרַק) "and/ a fragment of" (H9002/H6564=HC/Ncbsc)	L= וּ/פְרַ֥ק ¦ ;	H4839	H6564, H4838		H9002=ו=and/{H4839=מָרָק=broth}					
Isa.65.7#17=Q(K)	אֶל	'al-	into	{H0413}	HR	K= al- (עַל) "on" (H5921A=HR)	L= עֶל\־ ¦ ;	H0413	H5921A_c		{H0413=אֶל=to(wards)}					
Isa.66.17#06=Q(K)	אַחַת֙	'e.chad	one	{H0259}	HAcfsa	K= 'e.chad (אֶחָד) "one" (H0259=HAcbsa)	L= אַחַד֙ ¦ ;	H0259			{H0259=אֶחָד=one}					
Jer.2.3#05=Q(K)	תְּבוּאָת֑/וֹ	te.vu.'a.T/o	produce/ his	{H8393}/H9023	HNcfsc/Sp3ms	K= te.vu.'a.To/h (תְּבוּאָתֹ֑/ה) "produce/ his" (H8393/H9023=HNcfsc/Sp3fs)	L= תְּבוּאָתֹ֑/ה ¦ ;	H8393			{H8393=תְּבוּאָה=produce}/H9023=Ps3m=his					
Jer.2.15#10=Q(K)	נִצְּת֖וּ	ni.tze.tah	they are burnt	{H3341}	HVNp3cp	K= ni.tze.tah (נִצְּתָה) "it is burnt" (H3341=HVNp3fs)	L= נִצְּתֻ֖ה ¦ ;	H3341	, H5327B		{H3341=יָצַת=to kindle}					
Jer.2.20#09=Q(K)	אֶעֱב֑וֹר	'e.'e.vod	I will transgress	{H5674D}	HVqi1cs	K= 'e.'e.vod (אֶעֱבֹד) "I will serve" (H5647H=HVqi1cs)	L= אֶעֱבֹ֑ד ¦ ;	H5674D	H5647H		{H5674D=עָבַר=: trespass»to pass:4_trespass}					
Jer.2.24#05=Q(K)	נַפְשָׁ/הּ֙	na.fo.sha/h	self/ its	{H5315I}/H9024	HNcfsc/Sp3fs	K= na.fo.sho/v (נַפְשׁ/וֹ) "self/ its" (H5315I/H9023=HNcbsc/Sp3ms)	L= נַפְשָׁ/וּ֙ ¦ ;	H5315I			{H5315I=נֶ֫פֶשׁ=: myself»soul:3_myself;_yourself;_himself}/H9024=Ps3f=her					
Jer.2.25#04=Q(K)	וּ/גְרוֹנֵ֖/ךְ	u./go.ro.ne/kh	and/ throat/ your	H9002/{H1627}/H9022	HC/Ncmsc/Sp2fs	K= u./go.ro.ne/kh (וְ/גוֹרְנֵ/ךְ) "and/ threshing floor/ your" (H9002/H1637/H9022=HC/Ncfsc/Sp2fs)	L= וּ/גְורֹנֵ֖/ךְ ¦ ;	H1627	H1637		H9002=ו=and/{H1627=גָּרוֹן=throat}/H9022=Ps2f=your					
Jer.2.27#07=Q(K)	יְלִדְתָּ֔/נוּ	ye.lid.ti./nu	you gave birth to/ us	{H3205}/H9035	HVqp2ms/Sp1bp	K= ye.lid.ti./ni (יְלִדְתִּ/נִי) "you gave birth to/ me" (H3205/H9030=HVqp2fs/Sp1bs)	L= יְלִדְתָּ֔/ניּ ¦ ;	H3205			{H3205=יָלַד=to beget}/H9035=Op1c=us					
Jer.2.33#10=Q(K)	לִמַּ֖דְתְּ	li.mad.ti	you have taught	{H3925G}	HVpp2fs	K= li.mad.ti (לִמַּדְתִּי) "I have taught" (H3925G=HVpp1cs)	L= לִמַּ֖דְתְּי ¦ ;	H3925G			{H3925G=לָמַד=: teach»to learn:1_teach}					
Jer.3.2#08=Q(K)	שֻׁכַּ֔בְתְּ	shu.kab.te	have you been lain with	{H7901I}	HVPp2fs	K= shu.galt (שֻׁגַּלְתְּ) "have you been ravished" (H7693=HVqp2fs)	L= שֻׁגַּ֔לְתְּ ¦ ;	H7901I	H7693		{H7901I=שָׁכַב=: have_sex»to lie down:3_have_sex}					
Jer.3.4#03=Q(K)	קָרָ֥את	ka.ra.ti	have you called	{H7121G}	HVqp2fs	K= ka.ra.ti (קָרָאתִי) "have I called" (H7121G=HVqp1cs)	L= קָרָ֥אתי ¦ ;	H7121G			{H7121G=קָרָא=: call_to»to call:1_call_to;_invite;_entreat}					
Jer.3.5#07=Q(K)	דִבַּ֛רְתְּ	di.bar.ti	you spoke	{H1696G}	HVpp2fs	K= di.bar.ti (דִבַּרְתִּי) "I spoke" (H1696G=HVpp1cs)	L= דִבַּ֛רְתְּי ¦ ;	H1696G			{H1696G=דָבַר=: speak»to speak:1_speak;_tell;_command}					
Jer.3.19#16=Q(K)	תִּקְרְאִי	tik.re.'u-	you will call	{H7121H}	HVqi2fs	K= tik.re.'u- (תִּקְרְאוּ) "you will call" (H7121H=HVqi2mp)	L= תִּקְרְאִו\־ ¦ ;	H7121H			{H7121H=קָרָא=: call_by»to call:2_call_by;_name}					
Jer.3.19#20=Q(K)	תָשֽׁוּבִי\׃	ta.shu.vu	you will turn away	{H7725I}\H9016	HVqi2fs	K= ta.shu.vu (תָשׁוּבוּ\׃) "you will turn away" (H7725I\H9016=HVqi2mp)	L= תָשֽׁוּבִו\׃ ¦ ;	H7725I			{H7725I=שׁוּב=: turn_back»to return:3_turn_back;_backslide}\H9016=׃=verseEnd					
Jer.4.5#06=Q(K)	תִּקְע֥וּ	v.tik.'u	blow	{H8628}	HVqv2mp	K= v./tik.'u (וְ/תִקְעוּ) "and/ blow" (H9002/H8628=HC/Vqv2mp)	L= ו/תִּקְע֥וּ ¦ ;	H8628			{H8628=תָּקַע=to blow}					
Jer.4.19#03=Q(K)	אוֹחִ֜ילָה	'a.chu.lah	I am waiting	{H3176G}	HVhc1cs	K= 'a.chu.lah (אָחוּלָה) "I am writhing" (H2342K=HVqc1cs)	L= אֹחִ֜ולָה ¦ ;	H3176G	H2342K		{H3176G=יָחַל=: wait[for_time]»to wait:1_wait[for_time]}					
Jer.4.19#14=Q(K)	שָׁמַ֣עַתְּ	sha.ma'.ti	you have heard	{H8085G}	HVqp2fs	K= sha.ma'.ti (שָׁמַעְתִּי) "I have heard" (H8085G=HVqp1cs)	L= שָׁמַ֣עַתְּי ¦ ;	H8085G			{H8085G=שָׁמַע=: hear»to hear:1_hear}					
Jer.4.30#01=Q(K)	וְ/אַ֨תְּ	ve./'a.ti	and/ you	H9002/{H0859C}	HC/Pp2fs	K= ve./'a.ti (וְ/אַתִּי) "and/ you" (H9002/H0859B=HC/Pp2fs)	L= וְ/אַ֨תְּי ¦ ;	H0859C	H0859B		H9002=ו=and/{H0859C=אַתְּ=you(f.s.)}					
Jer.5.24#11=Q(K)	יוֹרֶ֥ה	ve.yo.reh	autumn rain	{H3138}	HNcmsa	K= ve./yo.reh (וְ/יֹרֶה) "and/ autumn rain" (H9002/H3138=HC/Ncbsa)	L= וֹ/ירֶ֥ה ¦ ;	H3138			{H3138=יוֹרֶה=autumn rain}					
Jer.6.7#02=Q(K)	בַּ֙יִר֙	be.ver	a well	{H0875}	HNcfsa	K= be.ver (בְּוֵר) "a cistern" (H0953A=HNcbsa)	L= בַּ֙וִר֙ ¦ ;	H0875	H0953A		{H0875=בְּאֵר=well}					
Jer.6.21#18=Q(K)	וְ/אָבָֽדוּ\׃\ \פ	ve./'a.Ba.du	and/ they will perish	H9001/{H0006}\H9016\ \H9017	Hc/Vqq3cp	K= ye.'a.Ba.du (יֹאבֵדוּ\׃\ \פ) "they will perish" (H0006\H9016\ \H9017=HVqi3mp)	L= יְאָבָֽדוּ\׃\ \פ ¦ ;	H0006			H9001=ו=&/{H0006=אָבַד=to perish}\H9016=׃=verseEnd\ \H9017=פ=para					
Jer.6.25#02=Q(K)	תֵּֽצְאוּ֙	te.tze.'i	you go out	{H3318G}	HVqj2mp	K= te.tze.'i (תֵּצְאִי) "you go out" (H3318G=HVqj2fs)	L= תֵּֽצְאיּ֙ ¦ ;	H3318G			{H3318G=יָצָא=: come»to come out:1_come;_go_out;_escape}					
Jer.6.25#06=Q(K)	תֵּלֵ֑כוּ	te.le.khi	you walk	{H1980I}	HVqj2mp	K= te.le.khi (תֵּלֵכִי) "you walk" (H1980I=HVqj2fs)	L= תֵּלֵ֑כיּ ¦ ;	H1980I	, H3212		{H1980I=הָלַךְ=: walk»to go:1_walk;_move}					
Jer.6.29#03=Q(K)	מֵ/אֵ֖שׁ/ /תַּ֣ם	me./'ish/ /tam	from/ a fire/ /it is complete	H9006/{H0784}/ /{H8535}	HR/Ncbsa//Aamsa	K= me./'ish.ta/m (מֵ/אִשְׁתַּ/ם) "from/ fire/ their" (H9006/H0800/H9028=HR/Ncbsa/Sp3mp)	L= מֵ/אֵ֖שׁתַּ֣/ם ¦ ;	H0784, H8535	H0800, H8552		H9006=מ=from/{H0784=אֵשׁ=fire}/ /{H8535=תָּם=complete}					
Jer.7.22#09=Q(K)	הוֹצִיאִ֥/י	ho.tzi/'	brought out/ I	{H3318H}/H9040	HVhcc/Sp1bs	K= ho.tzi' (הוֹצִיא) "brought out" (H3318H=HVhp3ms)	L= הוֹצִיאִ֥ ¦ ;	H3318H			{H3318H=יָצָא=: send»to come out:2_send;_take_out;_release}/H9040=Ss1c=I					
Jer.8.1#05=Q(K)	יוֹצִ֣יאוּ	ve.yo.tzi.'u	people will bring out	{H3318H}	HVhi3mp	K= ve./yo.tzi.'u (וְ/יֹצִיאוּ) "and/ people will bring out" (H9002/H3318H=HC/Vhu3mp)	L= וֹ/יצִ֣יאוּ ¦ ;	H3318H			{H3318H=יָצָא=: send»to come out:2_send;_take_out;_release}					
Jer.8.6#16=Q(K)	בִּ/מְר֣וּצָתָ֔/ם	bi/m.ru.tzo.ta/m	in/ own course/ their	H9003/{H4794}/H9028	HR/Ncfsc/Sp3mp	K= bi/m.ru.tzo.ta/m (בִּ/מְרֻצוֹתָ/ם) "in/ own courses/ their" (H9003/H4794/H9028=HR/Ncfpc/Sp3mp)	L= בִּ/מְרֻ֣צָותָ֔/ם ¦ ;	H4794			H9003=ב=in/{H4794=מְרוּצָה=running}/H9028=Pp3m=their					
Jer.8.7#07=Q(K)	וְ/סִיס֙	ve./sus	and/ a swift	H9002/{H5483A}	HC/Ncmsa	K= ve./sus (וְ/סוּס) "and/ a swallow" (H9002/H5483A=HC/Ncbsa)	L= וְ/סִוס֙ ¦ ;	H5483A			H9002=ו=and/{H5483A=סוּס=swallow}					
Jer.9.8(9.7)#02=Q(K)	שָׁח֛וּט	sho.chet	beaten	{H7819A}	HVqsmsa	K= sho.chet (שׁוֹחֵט) "slaughtering" (H7819A=HVqrmsa)	L= שָׁוחֻ֛ט ¦ ;	H7819A			{H7819A=שָׁחַט=to slaughter}					
Jer.10.13#09=Q(K)	הָ/אָ֑רֶץ	ha./e.retz	the/ earth	H9009/{H0776G}	HTd/Ncfsa	K= 'e.retz (אֶרֶץ) "[the] earth" (H0776G=HNcfsa)	L= ָאָ֑רֶץ ¦ ;	H0776G			H9009=ה=the/{H0776G=אֶ֫רֶץ=: country;_planet»land:2_country;_planet}					
Jer.10.17#04=Q(K)	יֹשֶׁ֖בֶת	yo.shav.ti	O [you who] dwell	{H3427}	HVqrfsa	K= yo.shav.ti (יֹשַׁבְתִּי) "O [you who] dwell" (H3427=HVqrfsc)	L= יֹשֶׁ֖בֶתי ¦ ;	H3427			{H3427=יָשַׁב=to dwell}					
Jer.13.16#17=Q(K)	וְ/שִׁ֖ית	ve./ya.shit	and/ he will make [it]	H9001/{H7896G}	Hc/Vqq3ms	K= ya.shit (יָשִׁית) "he will make [it]" (H7896G=HVqi3ms)	L= יְשִׁ֖ית ¦ ;	H7896G			H9001=ו=&/{H7896G=שִׁית=: make»to set:1_make;_establish}					
Jer.13.20#01=Q(K)	שְׂא֤וּ	se.'i	lift up	{H5375M}	HVqv2mp	K= se.'i (שְׂאִי) "lift up" (H5375M=HVqv2fs)	L= שְׂא֤יּ ¦ ;	H5375M			{H5375M=נָשָׂא=: look»to lift:7_look;_lift(eyes)}					
Jer.13.20#03=Q(K)	וּ/רְא֔וּ	u./re.'i	and/ see	H9002/{H7200G}	HC/Vqv2mp	K= u./re.'i (וּ/רְאִי) "and/ see" (H9002/H7200G=HC/Vqv2fs)	L= וּ/רְא֔יּ ¦ ;	H7200G			H9002=ו=and/{H7200G=רָאָה=: see»to see:1_see;_show}					
Jer.14.3#03=Q(K)	צְעִירֵי/הֶ֖ם	tze.'o.rei./hem	servants/ their	{H6810}/H9028	HAampc/Sp3mp	K= tze.'o.rei./hem (צְעוֹרֵי/הֶם) "small [ones]/ their" (H6810/H9028=HAampc/Sp3mp)	L= צְעִורֵי/הֶ֖ם ¦ ;	H6810			{H6810=צָעִיר=little}/H9028=Pp3m=their					
Jer.14.14#18=Q(K)	וֶֽ/אֱלִיל֙	ve./'e.lul	and/ an idol	H9002/{H0457}	HC/Ncmsa	K= ve./'e.lul (וֶ/אֱלוּל) "and/ worthlessness" (H9002/H0434=HC/Ncbsa)	L= וֶֽ/אֱלִול֙ ¦ ;	H0457	H0434		H9002=ו=and/{H0457=אֱלִיל=idol}					
