book_name,chapter,verse,potential_difference_verse,text,,,
1 Chronicles,6,57,True,"And out of the tribe of Issachar, Kedes and her suburbs, and Deberi and her suburbs, and Dabor and her suburbs,",,,
1 Chronicles,6,62,True,"To the sons of Merari that were left, they gave out of the tribe of Zabulon Remmon and her suburbs, and Thabor and her suburbs:",,,
1 Chronicles,6,63,True,"out of the country beyond Jordan; Jericho westward of Jordan: out of the tribe of Ruben; Bosor in the wilderness and her suburbs, and Jasa and her suburbs,",,,
1 Chronicles,7,4,True,"And with them, according to their generations, according to the houses of their families, were men mighty to set armies in array for war, thirty and six thousand, for they had multiplied their wives and children.",,,
1 Chronicles,7,8,True,"And the sons of Bachir; Zemira, and Joas, and Eliezer, and Elithenan, and Amaria, and Jerimuth, and Abiud, and Anathoth, and Eleemeth: all these were the sons of Bachir.",,,
1 Chronicles,7,10,True,"And the sons of Jediel; Balaan: and the sons of Balaan; Jaüs, and Benjamin, and Aoth, and Chanana, and Zæthan, and Tharsi, and Achisaar.",,,
1 Chronicles,7,12,True,"And Sapphin, and Apphin, and the sons of Or, Asom, whose son was Aor.",,,
1 Chronicles,7,16,True,"And Moöcha the wife of Machir bore a son, and called his name Phares; and his brother's name was Surus; his sons were Ulam, and Rocom.",,,
1 Chronicles,7,18,True,"And his sister Malecheth bore Isud, and Abiezer, and Maela.",,,
1 Chronicles,7,20,True,"And the sons of Ephraim; Sothalath, and Barad his son, and Thaath his son, Elada his son, Saath his son,",,,
1 Chronicles,7,24,True,"And his daughter was Saraa, and he was among them that were left, and he built Bæthoron the upper and the lower. And the descendants of Ozan were Seera,",,,
1 Chronicles,7,29,True,"And as far as the borders of the sons of Manasse, Bæthsaan and her towns, Thanach and her towns, Mageddo and her towns, Dor and her towns. In this the children of Joseph the son of Israel dwelt.",,,
1 Chronicles,7,32,True,"And Chaber begot Japhlet, and Samer, and Chothan, and Sola their sister.",,,
1 Chronicles,7,37,True,"and Basan, and Oa, and Sama, and Salisa, and Jethra, and Beëra.",,,
1 Chronicles,7,40,True,"All these were the sons of Aser, all heads of families, choice, mighty men, chief leaders: their number for battle array—their number was twenty-six thousand men.",,,
1 Chronicles,8,4,True,"and Abessue, and Noama, and Achia,",,,
1 Chronicles,8,5,True,"and Gera, and Sephupham, and Uram.",,,
1 Chronicles,8,7,True,"and Nooma, and Achia and Gera, he removed them, and he begot Aza, and Jachicho.",,,
1 Chronicles,8,8,True,"And Saarin begot children in the plain of Moab, after that he had sent away Osin and Baada his wives.",,,
1 Chronicles,8,9,True,"And he begot of his wife Ada, Jolab, and Sebia, and Misa, and Melchas,",,,
1 Chronicles,8,10,True,"and Jebus, and Zabia, and Marma: these were heads of families.",,,
1 Chronicles,8,24,True,"and Anania, and Ambri, and Ælam, and Anathoth,",,,
1 Chronicles,8,25,True,"and Jathin, and Jephadias, and Phanuel, the sons of Sosec:",,,
1 Chronicles,8,26,True,"and Samsari, and Saarias, and Gotholia,",,,
1 Chronicles,8,30,True,"And her first-born son was Abdon, and Sur, and Kis, and Baal, and Nadab, and Ner,",,,
1 Chronicles,8,31,True,"and Gedur and his brother, and Zacchur, and Makeloth.",,,
1 Chronicles,9,1,True,"And this is all Israel, even their enrolment: and these are written down in the book of the kings of Israel and Juda, with the names of them that were carried away to Babylon for their transgressions.",,,
1 Chronicles,9,2,True,"And they that dwelt before in their possessions in the cities of Israel, the priests, the Levites, and the appointed ones.",,,
1 Chronicles,9,4,True,"And Gnothi, and the son of Samiud, the son of Amri, the son of Ambraim, the son of Buni, son of the sons of Phares, the son of Juda.",,,
1 Chronicles,9,8,True,"And Jemnaa son of Jeroboam, and Elo: these are the sons of Ozi the son of Machir: and Mosollam, son of Saphatia, son of Raguel, son of Jemnai;",,,
1 Chronicles,9,9,True,"and their brethren according to their generations, nine hundred and fifty-six, all the men were heads of families according to the houses of their fathers.",,,
1 Chronicles,9,20,True,"And Phinees son of Eleazar was head over them before the Lord, and these were with him.",,,
1 Chronicles,9,26,True,"For four strong men have the charge of the gates; and the Levites were over the chambers, and they keep watch over the treasures of the house of God.",,,
1 Chronicles,9,27,True,"For the charge was upon them, and these were charged with the keys to open the doors of the temple every morning.",,,
1 Chronicles,9,31,True,"And Matthathias of the Levites, (he was the first-born of Salom the Corite,) was set in charge over the sacrifices of meat-offering of the pan belonging to the high priest.",,,
1 Chronicles,9,44,True,"And Esel had six sons, and these were their names; Esricam his first-born, and Ismael, and Saraia, and Abdia, and Anan, and Asa: these were the sons of Esel.",,,
1 Chronicles,10,1,True,"Now the Philistines warred against Israel; and they fled from before the Philistines, and fell down slain in mount Gelbue.",,,
1 Chronicles,10,3,True,"And the battle prevailed against Saul, and the archers hit him with bows and arrows, and they were wounded of the bows.",,,
1 Chronicles,10,6,True,"So Saul died, and his three sons on that day, and all his family died at the same time.",,,
1 Chronicles,10,7,True,"And all the men of Israel that were in the valley saw that Israel fled, and that Saul and his sons were dead, and they left their cities, and fled: and the Philistines came and dwelt in them.",,,
1 Chronicles,10,11,True,And all the dwellers in Galaad heard of all that the Philistines had done to Saul and to Israel.,,,
1 Chronicles,10,12,True,"And all the mighty men rose up from Galaad, and they took the body of Saul, and the bodies of his sons, and brought them to Jabis, and buried their bones under the oak in Jabis, and fasted seven days.",,,
1 Chronicles,10,13,True,"So Saul died for his transgressions, wherein he transgressed against God, against the word of the Lord, forasmuch as he kept it not, because Saul enquired of a wizard to seek counsel , and Samuel the prophet answered him:",,,
1 Chronicles,11,1,True,"And all Israel came to David in Chebron, saying, Behold, we are thy bones and thy flesh.",,,
1 Chronicles,11,2,True,"And heretofore when Saul was king, thou wast he that led Israel in and out, and the Lord of Israel said to thee, Thou shalt feed my people Israel, and thou shalt be for a ruler over Israel.",,,
1 Chronicles,11,3,True,"And all the elders of Israel came to the king to Chebron; and king David made a covenant with them in Chebron before the Lord: and they anointed David to be king over Israel, according to the word of the Lord by Samuel.",,,
1 Chronicles,11,4,True,"And the king and his men went to Jerusalem, this is Jebus; and there the Jebusites the inhabitants of the land said to David,",,,
1 Chronicles,11,5,True,Thou shalt not enter in hither. But he took the strong hold of Sion: this is the city of David.,,,
1 Chronicles,11,6,True,"And David said, Whoever first smites the Jebusite, even he shall be chief and captain. And Joab the son of Saruia went up first, and became chief.",,,
1 Chronicles,11,8,True,And he fortified the city round about.,,,
1 Chronicles,11,14,True,"And he stood in the midst of the portion, and rescued it, and smote the Philistines; and the Lord wrought a great deliverance.",,,
1 Chronicles,11,19,True,God forbid that I should do this thing: shall I drink the blood of these men with their lives? for with the peril of their lives they brought it. So he would not drink it. These things did the three mighty men .,,,
1 Chronicles,11,20,True,"And Abisa the brother of Joab, he was chief of three: he drew his sword against three hundred slain at one time, and he had a name among the second three.",,,
1 Chronicles,11,23,True,"And he smote an Egyptian, a wonderful man five cubits high ; and in the hand of the Egyptian there was a spear like a weavers' beam; and Banaia went down to him with a staff, and took the spear out of the Egyptian's hand, and slew him with his own spear.",,,
1 Chronicles,11,25,True,"He was distinguished beyond the thirty, yet he reached not to the first three: and David set him over his family.",,,
1 Chronicles,11,30,True,"Marai the Netophathite, Chthaod the son of Nooza the Netophathite,",,,
1 Chronicles,11,31,True,"Airi the son of Rebie of the hill of Benjamin, Banaias the Pharathonite,",,,
1 Chronicles,11,42,True,"Adina son of Sæza, a chief of Ruben, and thirty with him,",,,
1 Chronicles,11,45,True,"Jediel the son of Sameri, and Jozae his brother the Thosaite,",,,
1 Chronicles,11,46,True,"Eliel the Maoite, and Jaribi, and Josia his son, Ellaam, and Jethama the Moabite,",,,
1 Chronicles,12,2,True,"and using the bow with the right hand and with the left, and slingers with stones, and shooters with bows. Of the brethren of Saul of Benjamin,",,,
1 Chronicles,12,7,True,"Helcana, and Jesuni, and Ozriel, and Jozara, and Sobocam, and the Corites,",,,
1 Chronicles,12,8,True,"and Jelia and Zabadia, sons of Iroam, and the men of Gedor.",,,
1 Chronicles,12,9,True,"And from Gad these separated themselves to David from the wilderness, strong mighty men of war, bearing shields and spears, and their faces were as the face of a lion, and they were nimble as roes upon the mountains in speed.",,,
1 Chronicles,12,16,True,"These are the men that crossed over Jordan in the first month, and it had overflowed all its banks; and they drove out all the inhabitants of the valleys, from the east to the west.",,,
1 Chronicles,12,17,True,And there came some of the sons of Benjamin and Juda to the assistance of David.,,,
1 Chronicles,12,18,True,"And David went out to meet them, and said to them, If ye are come peaceably to me, let my heart be at peace with you: but if ye are come to betray me to my enemies unfaithfully, the God of your fathers look upon it, and reprove it.",,,
1 Chronicles,12,19,True,"And the Spirit came upon Amasai, a captain of the thirty, and he said, Go, David, son of Jesse, thou and thy people, peace, peace be to thee, and peace to thy helpers, for thy God has helped thee. And David received them, and made them captains of the forces.",,,
1 Chronicles,12,20,True,"And some came to David from Manasse, when the Philistines came against Saul to war: and he helped them not, because the captains of the Philistines took counsel, saying, With the heads of those men will he return to his master Saul.",,,
1 Chronicles,12,21,True,"When David was going to Sikelag, there came to him of Manasse, Edna and Jozabath, and Rodiel, and Michael, and Josabaith, and Elimuth, and Semathi: these are the captains of thousands of Manasse.",,,
1 Chronicles,12,23,True,"For daily men came to David, till they amounted to a great force, as the force of God.",,,
1 Chronicles,12,24,True,"And these are the names of the commanders of the army, who came to David to Chebron, to turn the kingdom of Saul to him according to the word of the Lord.",,,
1 Chronicles,12,32,True,"And of the half-tribe of Manasse, eighteen thousand, even those who were named by name, to make David king.",,,
1 Chronicles,12,33,True,"And of the sons of Issachar having wisdom with regard to the times, knowing what Israel should do, two hundred; and all their brethren with them.",,,
1 Chronicles,12,34,True,"And of Zabulon they that went out to battle, with all weapons of war, were fifty thousand to help David, not weak-handed.",,,
1 Chronicles,12,36,True,And of the Danites men ready for war twenty-eight thousand and eight hundred.,,,
1 Chronicles,12,37,True,"And of Aser, they that went out to give aid in war, forty thousand.",,,
1 Chronicles,12,38,True,"And from the country beyond Jordan, from Ruben, and the Gadites, and from the half-tribe of Manasse, a hundred and twenty thousand, with all weapons of war.",,,
1 Chronicles,12,39,True,"All these were men of war, setting the army in battle array, with a peaceful mind towards him , and they came to Chebron to make David king over all Israel: and the rest of Israel were of one mind to make David king.",,,
1 Chronicles,12,40,True,"And they were there three days eating and drinking, for their brethren had made preparations.",,,
1 Chronicles,12,41,True,"And their neighbours, as far as Issachar and Zabulon and Nephthali, brought to them upon camels, and asses, and mules, and upon calves, victuals, meal, cakes of figs, raisins, wine, and oil, calves and sheep abundantly: for there was joy in Israel.",,,
1 Chronicles,13,3,True,And let us bring over to us the ark of our God, for men have not enquired at it since the days of Saul.,,
1 Chronicles,13,6,True,"And David brought it up: and all Israel went up to the city of David, which belonged to Juda, to bring up thence the ark of the Lord God who sits between the cherubim, whose name is called on it .",,,
1 Chronicles,13,7,True,And they set the ark of God on a new waggon brought out of the house of Aminadab: and Oza and his brethren drove the waggon.,,,
1 Chronicles,13,9,True,"And they came as far as the threshing-floor: and Oza put forth his hand to hold the ark, because the bullock moved it from its place .",,,
1 Chronicles,13,10,True,"And the Lord was very angry with Oza, and smote him there, because of his stretching forth his hand upon the ark: and he died there before God.",,,
1 Chronicles,13,13,True,"So David brought not the ark home to himself into the city of David, but he turned it aside into the house of Abeddara the Gethite.",,,
1 Chronicles,13,14,True,And the ark of God abode in the house of Abeddara three months: and God blessed Abeddara and all that he had.,,,
1 Chronicles,14,2,True,"And David knew that the Lord had designed him to be king over Israel; because his kingdom was highly exalted, on account of his people Israel.",,,
1 Chronicles,14,6,True,"and Nageth, and Naphath, and Japhie,",,,
1 Chronicles,14,7,True,"and Elisamae, and Eliade, and Eliphala.",,,
1 Chronicles,14,9,True,And the Philistines came and assembled together in the giants' valley.,,,
1 Chronicles,14,11,True,"And he went up to Baal Pharasin, and David smote them there; and David said, God has broken through enemies by my hand like a breach of water: therefore he called the name of that place, the Breach of Pharasin.",,,
1 Chronicles,14,12,True,And the Philistines left their gods there, and David gave orders to burn them with fire.,,
1 Chronicles,14,13,True,And the Philistines once more assembled themselves in the giants' valley.,,,
1 Chronicles,14,14,True,"And David enquired of God again; and God said to him, Thou shalt not go after them; turn away from them, and thou shalt come upon them near the pear trees.",,,
1 Chronicles,14,15,True,"And it shall be, when thou shalt hear the sound of their tumult in the tops of the pear trees, then thou shalt go into the battle: for God has gone out before thee to smite the army of the Philistines.",,,
1 Chronicles,14,16,True,And he did as God commanded him: and he smote the army of the Philistines from Gabaon to Gazera.,,,
1 Chronicles,15,6,True,"Of the sons of Merari; Asaia the chief, and his brethren, two hundred and twenty.",,,
1 Chronicles,15,7,True,"Of the sons of Gedson; Joel the chief, and his brethren, a hundred and thirty.",,,
1 Chronicles,15,12,True,"and said to them, Ye are the heads of the families of the Levites: sanctify yourselves, you and your brethren, and ye shall carry up the ark of the God of Israel, to the place which I have prepared for it.",,,
1 Chronicles,15,13,True,"For because ye were not ready at the first, our God made a breach upon us, because we sought him not according to the ordinance.",,,
1 Chronicles,15,14,True,"So the priests and the Levites sanctified themselves, to bring up the ark of the God of Israel.",,,
1 Chronicles,15,15,True,"And the sons of the Levites took the ark of God, (as Moses commanded by the word of God according to the scripture) upon their shoulders with staves.",,,
1 Chronicles,15,16,True,"And David said to the chiefs of the Levites, Set your brethren the singers with musical instruments, lutes, harps, and cymbals, to sound aloud with a voice of joy.",,,
1 Chronicles,15,18,True,"and with them their brethren of the second rank, Zacharias, and Oziel, and Semiramoth, and Jeiel, and Elioel, and Eliab, and Banaia, and Maasaia, and Matthathia, and Eliphena, and Makellia, and Abdedom, and Jeiel, and Ozias, the porters.",,,
1 Chronicles,15,21,True,"And Mattathias, and Eliphalu, and Makenia, and Abdedom, and Jeiel, and Ozias, with harps of Amasenith, to make a loud noise.",,,
1 Chronicles,15,22,True,"And Chonenia chief of the Levites was master of the bands, because he was skilful.",,,
1 Chronicles,15,24,True,"And Somnia, and Josaphat, and Nathanael, and Amasai, and Zacharia, and Banæa, and Eliezer, the priests, were sounding with trumpets before the ark of God: and Abdedom and Jeia were door-keepers of the ark of God.",,,
1 Chronicles,15,27,True,"And David was girt with a fine linen robe, and all the Levites who were bearing the ark of the covenant of the Lord, and the singers, and Chonenias the master of the band of singers; also upon David there was a robe of fine linen.",,,
1 Chronicles,16,4,True,"And he appointed before the ark of the covenant of the Lord, Levites to minister and lift up the voice, and to give thanks and praise the Lord God of Israel:",,,
1 Chronicles,16,8,True,"Song. Give thanks to the Lord, call upon him by his name, make known his designs among the people.",,,
1 Chronicles,16,9,True,"Sing songs to him, and sing hymns to him, relate to all people his wonderful deeds, which the Lord has wrought.",,,
1 Chronicles,16,10,True,"Praise his holy name, the heart that seeks his pleasure shall rejoice.",,,
1 Chronicles,16,15,True,"Let us remember his covenant for ever, his word which he commanded to a thousand generations,",,,
1 Chronicles,16,24,True,"Declare among the nations his glory, his wondrous deeds among all peoples.",,,
1 Chronicles,16,32,True,"The sea with its fulness shall resound and the tree of the field, and all things in it.",,,
1 Chronicles,16,35,True,"And say ye, Save us, O God of our salvation, and gather us, and rescue us from among the heathen, that we may praise thy holy name, and glory in thy praises.",,,
1 Chronicles,16,40,True,"to offer up whole-burnt-offerings to the Lord on the altar of whole-burnt-offerings continually morning and evening, and according to all things written in the law of the Lord, which he commanded the children of Israel by Moses the servant of God.",,,
1 Chronicles,16,41,True,"And with him were Æman and Idithun, and the rest chosen out by name to praise the Lord, for his mercy endures for ever.",,,
1 Chronicles,16,42,True,"And with them there were trumpets and cymbals to sound aloud, and musical instruments for the songs of God: and the sons of Idithun were at the gate.",,,
1 Chronicles,17,4,True,"Go and say to David my servant, Thus said the Lord, Thou shalt not build me a house for me to dwell in it.",,,
1 Chronicles,17,5,True,"For I have not dwelt in a house from the day that I brought up Israel until this day, but I have been in a tabernacle and a tent,",,,
1 Chronicles,17,6,True,"in all places through which I have gone with all Israel: did I ever speak to any one tribe of Israel whom I commanded to feed my people, saying, Why is it that ye have not built me a house of cedar?",,,
1 Chronicles,17,11,True,"And it shall come to pass when thy days shall be fulfilled, and thou shalt sleep with thy fathers, that I will raise up thy seed after thee, which shall be of thy bowels, and I will establish his kingdom.",,,
1 Chronicles,17,16,True,"And king David came and sat before the Lord, and said, Who am I, O Lord God? and what is my house, that thou hast loved me for ever?",,,
1 Chronicles,17,18,True,What shall David do more toward thee to glorify thee ? and thou knowest thy servant.,,,
1 Chronicles,17,19,True,And thou hast wrought all this greatness according to thine heart.,,,
1 Chronicles,17,20,True,"O Lord, there is none like thee, and there is no God beside thee, according to all things which we have heard with our ears.",,,
1 Chronicles,17,21,True,"Neither is there another nation upon the earth such as thy people Israel, whereas God led him in the way, to redeem a people for himself, to make for himself a great and glorious name, to cast out nations from before thy people, whom thou redeemedst out of Egypt.",,,
1 Chronicles,17,22,True,"And thou hast appointed thy people Israel as a people to thyself for ever; and thou, Lord, didst become a God to them.",,,
1 Chronicles,17,23,True,"And now, Lord, let the word which thou spokest to thy servant, and concerning his house, be confirmed for ever, and do thou as thou hast spoken.",,,
1 Chronicles,17,24,True,"And let thy name be established and magnified for ever, men saying, Lord, Lord, Almighty God of Israel: and let the house of thy servant David be established before thee.",,,
1 Chronicles,17,27,True,"And now thou hast begun to bless the house of thy servant, so that it should continue for ever before thee: for thou, Lord, hast blessed it , and do thou bless it for ever.",,,
1 Chronicles,18,6,True,And David put a garrison in Syria near Damascus, and they became tributary servants to David: and the Lord delivered David wherever he went.,,
1 Chronicles,18,10,True,"And he sent Aduram his son to king David to ask how he was, and to congratulate him because he had fought against Adraazar, and smitten him; for Thoa was the enemy of Adraazar.",,,
